http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://www.w3.org/2004/02/skos/core#note,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,ALQUDAH2023645,"Al-Qudah, Aladdin; Jawad, Diana Abdul; Jaradat, Maram","Periapical Status of Non–Root-Filled Teeth With Amalgam, Composite, or Crown Restorations: A Cross-Sectional Study",International Dental Journal,73,5,645-650,2023,,https://www.sciencedirect.com/science/article/pii/S0020653922002763,"Objectives This study aimed to evaluate the periapical status (PAS) of restored non–root-filled (RNRF) teeth amongst a group of patients attending dental teaching clinics at Jordan University of Science & Technology. It also aimed to assess the association of type and quality of coronal restorations and periapical disease. Methods This was a cross-sectional study. To be included, participants needed to have at least 1 non–root-filled tooth restored with either direct or indirect restoration. A sample of 491 participants was examined. Clinical examination and digital periapical radiographs were used to record material used and assess the quality of the restorations. Chi-square test and logistic regression analysis were used to analyse the association between PAS and gender, age, restoration material/type, and quality. Results Overall, 26.3% of the participants were diagnosed with apical periodontitis (AP) on 1 or more of the examined teeth. No significant differences in the prevalence of AP were observed when comparing amalgam to composite or indirect restorations (P = .386). Furthermore, no association was reported between AP and gender or age, while a significant association was observed with the restoration's quality (P < .001). Conclusions The high prevalence of AP in the examined sample is of clinical concern and suggests that more attention should be directed towards dental health awareness in Jordan. Teeth restored with inadequate restorations were twice as likely to have AP.","Periapical status, Non–root-filled teeth, Crowns, Amalgam, Resin composite, Apical periodontitis"
7,SMITH202313,"Smith, Lucy; Ali, Mustafa; Agrissais, Manon; Mulligan, Steven; Koh, Lenny; Martin, Nicolas",A comparative life cycle assessment of dental restorative materials,Dental Materials,39,1,13-24,2023,,https://www.sciencedirect.com/science/article/pii/S0109564122003141,"Objectives Different types of direct-placement dental materials are used for the restoration of structure, function and aesthetics of teeth. The aim of this research investigation is to determine, through a comparative cradle-to-gate life cycle assessment, the environmental impacts of three direct-placement dental restorative materials (DRMs) and their associated packaging. Methods Three direct-placement dental materials; dental amalgam, resin-based composite (RBC) and glass polyalkenoate cements (GIC) are assessed using primary data from a manufacturer (SDI Limited, Australia). The functional unit consisted of ‘one dental restoration’ of each restorative system under investigation: 1.14 g of dental amalgam; 0.25 g of RBC (plus the adhesive = 0.10 g); and 0.54 g of GIC. The system boundary per restoration included the raw materials and their associated packaging materials for each DRM together with the processing steps for both the materials and packaging. The environmental impacts were assessed using an Egalitarian approach under the ReCiPe method using Umberto software and the Ecoinvent database. Nine different impact categories were used to compare the environmental performance of these materials. Results Dental amalgam had the highest impact across most of the categories, but RBC had the highest Global Warming Potential. The highest sources of the environmental impacts for each restorative material were: Amalgam, derived from material use; RBC, derived from energy use in processing material and packaging material; GIC, derived from material and energy use for packaging. Significance Less intensive energy sources or more sustainable packaging materials can potentially reduce the impacts associated with RBC and GIC thus making them suitable alternatives to dental amalgam.","Environmental impacts, LCA, Dental amalgam, Dental composite, Glass ionomer cement, Dental materials, Sustainability"
7,BABAEI2023106191,"Babaei, Behzad; Prusty, B. Gangadhara",Enhancing the mechanical stability of restored teeth with interfacial cracks: Finite element analysis,Journal of the Mechanical Behavior of Biomedical Materials,148,,106191,2023,,https://www.sciencedirect.com/science/article/pii/S1751616123005441,"Objectives This study aims to enhance the mechanical stability of restored molar teeth with class II occlusal-distal (OD) cavities. We seek to achieve this goal through a comprehensive investigation of three primary factors: (1) the choice of restoration material properties, (2) internal cavity geometries, and (3) the impact of double-layered restoration configurations. Methods To achieve our objectives, we initiated by creating two-dimensional (2D) models of restored teeth featuring class II OD cavities, utilizing scanned and segmented images of maxillary molar teeth. We drew 2D profiles of dentine and enamel, which were then imported into finite element analysis (FEA) software. To explore various cavity geometries, we implemented a total of thirteen different designs, encompassing straight, oblique, grooved, curved, and double-layered configurations. We utilized a semi-circular stone to simulate the application of contact load on the restored tooth. We applied identical boundary conditions and contact loading across all models. To assign material properties, we developed a Python code, enabling the automatic assignment of seven elastic moduli ranging from 2 GPa to 26 GPa to the restoration materials. Meanwhile, constant material properties were assigned to the enamel and dentine. In total, we conducted 133 FEA simulations to comprehensively analyse the effects of the aforementioned factors on the strength and performance of restored molar teeth. Results Our analysis revealed two key factors significantly influencing the mechanical resistance of treated teeth, particularly in the presence of a crack or debonding: (1) the marginal geometry of the OD cavity and (2) the elastic modulus of the restorative material. However, altering the internal cavity angle and implementing a double-layered restoration did not significantly influence the restored tooth's overall strength and performance in the face of crack or debonding situations. Significance The findings of this study have substantial implications for designing and restoring class II OD cavities to enhance resistance to cracks or debonding. The use of curved marginal geometries in restoration design can significantly improve fracture resistance, with double-curved geometries reducing stress concentrations by approximately 43% compared to straight cavities. These results offer valuable guidance for strengthening the structural integrity of restored teeth, calling for further experimental investigations to explore practical applications and benefits.","Dental restoration geometry, Mechanical resistance, Finite element method, Maximum principal stress, Interfacial crack"
7,ASHRAF2023163085,"Ashraf, Nizam; Anas, Abdulaziz; Sukumaran, Vrinda; Gopinath, Girish; Idrees Babu, K. K.; Dinesh Kumar, P. K.","Recent advancements in coral health, microbiome interactions and climate change",Science of The Total Environment,878,,163085,2023,,https://www.sciencedirect.com/science/article/pii/S0048969723017047,"Corals are the visible indicators of the disasters induced by global climate change and anthropogenic activities and have become a highly vulnerable ecosystem on the verge of extinction. Multiple stressors could act individually or synergistically which results in small to large scale tissue degradation, reduced coral covers, and makes the corals vulnerable to various diseases. The coralline diseases are like the Chicken pox in humans because they spread hastily throughout the coral ecosystem and can devastate the coral cover formed over centuries in an abbreviated time. The extinction of the entire reef ecosystem will alter the ocean and earth's amalgam of biogeochemical cycles causing a threat to the entire planet. The current manuscript provides an overview of the recent advancement in coral health, microbiome interactions and climate change. Culture dependent and independent approaches in studying the microbiome of corals, the diseases caused by microorganisms, and the reservoirs of coral pathogens are also discussed. Finally, we discuss the possibilities of protecting the coral reefs from diseases through microbiome transplantation and the capabilities of remote sensing in monitoring their health status.","Coral reef, Remote sensing, Microbiome, Climate change, Reservoirs, Pathogens"
7,SONG2023118674,"Song, Shiran; Chen, Xi; Liu, Tie; Zan, Chanjuan; Hu, Zengyun; Huang, Shuangyan; De Maeyer, Philippe; Wang, Min; Sun, Yu",Indicator-based assessments of the coupling coordination degree and correlations of water-energy-food-ecology nexus in Uzbekistan,Journal of Environmental Management,345,,118674,2023,,https://www.sciencedirect.com/science/article/pii/S0301479723014627,"Grappling with the global ecological concern of the Aral Sea disaster, Uzbekistan exemplifies the urgent necessity of unravelling and addressing the complex Water-Energy-Food-Ecology (WEFE) nexus conflicts in arid regions, a critical task yet largely uncharted. Through the strategic process of 'Indicator Articulation - Weight Calibration - Nexus Coordination Quantification - Correlational Analysis', this work has developed a tailored framework that integrates a novel, context-specific indicator system, enabling an illumination of the intricate dynamics within the WEFE nexus in arid regions. During 2000–2018, the WEFE Nexus in Uzbekistan showed low-level coordination, indicating systemic imbalances. The Aral Sea crisis was the central disruptor, resulting in a moderately disordered ecological subsystem. Concurrently, disorder was observed in water resources, signaling inadequate management and potential overutilization. Furthermore, Coordination for energy and food were barely coordinated and under primary coordination respectively, underlining critical challenges in energy efficiency and food security. Over the last two decades, the WEFE Nexus has evolved towards a tighter interlinkage, yet the stability of this coupling coordination has experienced increased fluctuations, indicating that Uzbekistan's policies in the WEFE subsystems have been less stable in the last two decades and are in need of further adjustment and improvement. To address the challenges, we recommend a comprehensive approach that integrates technological, infrastructure, and policy solutions is needed. Specifically, promoting water-saving irrigation technology, renewing and maintaining outdated energy facilities, and raising public awareness of ecological protection are part of the essential measures. Furthermore, alleviating the contradiction between economic growth and ecological conservation remains a major challenge. Collectively, our constructed WEFE Nexus framework, with its extendable and context-specific indicators, holds significant potential for broad application in the analysis of multi-sectoral sustainability, particularly within arid regions globally, and forms a solid foundation for the formulation of effective, targeted policies and sustainable development strategies.","Central asia, Uzbekistan, Coupling coordination degree model, Water-energy-food-ecology nexus, Correlation, Sustainable development"
7,NANDHAKUMAR20231185,"Nandhakumar, Manjubaashini; Thangaian, Daniel Thangadurai; Kasi, Nehru",Topical progress of gold nanoparticles towards diverse metal ion sensing through optical spectrometry and electrochemical techniques – A short review,Journal of Materials Research and Technology,22,,1185-1209,2023,,https://www.sciencedirect.com/science/article/pii/S2238785422018877,"By possessing good thermal stability and minimal overall toxicity, gold nanoparticles (AuNPs) appear to be the most effective of all metal nanoparticles (MNPs). Owing to their rapid and simple synthesis, size and shape effect, large surface area, strong adsorption ability, facile conjugation with analyte, excellent biocompatibility, conductivity, and catalytic properties, AuNPs have been used in the fields of catalysis, environmental remediation, healthcare therapy, etc. These properties are important for the detection of a wide range of analytes of interest, such as metal ions, hazardous pollutants, and so on. Metal ions are essential in an assortment of industries, as well as human biological functions and metabolism, so their detection and monitoring for everyday applications have garnered a lot of attention. AuNP-based sensors are expected to transform the practicalities of sensing and detecting various metal ions due to their tunable surface features. In this short review article, we focus on the application of AuNPs-based nanocomposites in metal ion sensing by employing spectrometry and electrochemical techniques. Additionally, a brief description of computational studies on the interaction of AuNPs-based composites with metal ions, biomolecules, and drugs has also been presented. Finally, we discussed the benefits and drawbacks of AuNPs-based sensors for the analyte of interest sensing using these methodologies, as well as future research possibilities.","AuNPs, Synthesis, Surface modification, Metal ion, Fluorescence, Electrochemical"
7,KHALAF2023251,"Khalaf, Mai E.; Alyahya, Asma; Qudeimat, Muawia A.",Management Thresholds for Molars With Occlusal Noncavitated Caries Lesions,International Dental Journal,73,2,251-258,2023,,https://www.sciencedirect.com/science/article/pii/S0020653922001666,"Aim There is sparse research on the effect of factors related to the dentist and patient in the caries management decision-making process. This in vitro study explored the influence of factors related to dentists and patients on the management decision of occlusal noncavitated caries lesions in children. Materials and methods Five investigators in the specialties of dental public health (DPH), paediatric, prosthetic, and operative dentistry and a general dentist (GDP) participated in this study. Initially, the investigators were asked to independently assess the occlusal surfaces of 175 noncavitated permanent molars and choose a management recommendation using 2 caries risk patients’ scenarios. After 1 month, investigators were trained and calibrated to use the International Caries Detection and Assessment System (ICDAS) scoring system. Then, they examined the same teeth, recorded the highest/worst ICDAS score, and chose a management recommendation. Two weeks later, the investigators repeated the teeth examination using magnification loupes and again chose a management recommendation. The teeth were sectioned to study the relationship between the presence of caries and the management recommendations. Results For the low– and the high–caries risk scenarios, ICDAS training increased the operative intervention by 20% to 27% and 14% to 22%, respectively, for both the GDP and the paediatric dentist (P < .0001). For the low–caries risk scenario, using the magnifying loupes increased the operative recommendations for the DPH, GDP, and the operative dentist by 5% to 23% (P < .05). Compared to the low–caries risk scenario, teeth for patients with high caries risk received more surgical interventions (9%-30%) at all examination conditions for the GDP and the paediatric and operative dentists (P < .0001). Conclusions For occlusal noncavitated caries lesions, enhancing dentists’ caries detection skills had a significant impact on decisions of surgical intervention. This also influenced the appropriateness of the treatment recommended for the different caries risk groups.","Dental caries, Clinical decision-making, Caries risk, Caries management"
7,YOUNIS2023261,"Younis, Rania H.; Georgaki, Maria; Nikitakis, Nikolaos G.",Plasma Cell Gingivitis and Its Mimics,Oral and Maxillofacial Surgery Clinics of North America,35,2,261-270,2023,Diagnosis and Management of Oral Mucosal Lesions,https://www.sciencedirect.com/science/article/pii/S1042369922000784,,"Plasma cell gingivitis, Clinical features, Histologic features, Differential diagnosis, Treatment"
7,YAN20234,"Yan, Hongji; De Deus, Gustavo; Kristoffersen, Ida Marie; Wiig, Elisabeth; Reseland, Janne Elin; Johnsen, Gaute F.; Silva, Emmanuel J. N. L.; Haugen, Håvard J.",Regenerative Endodontics by Cell Homing: A Review of Recent Clinical trials,Journal of Endodontics,49,1,17-Apr,2023,,https://www.sciencedirect.com/science/article/pii/S009923992200646X,"Introduction The conventional treatment for irreversibly inflamed or necrotic teeth is root canal treatment or apexification. Regenerative endodontics aims to regenerate the damaged “pulp-like” tissue, which can preserve the teeth' vitality and sensitivity while avoiding necrosis. The main clinical benefit is root maturation. The “pulp-like” tissue does not refer to regenerated pulp tissue with an odontoblastic layer or the formation of pulp-dentin complexes. The cell homing technique is built on endogenous stem cells and their capacity to regenerate tissue. Cell homing refers to endogenous cells’ migration or infiltration into the cite when stimulated by physiochemical or biological stimuli or by passive flow with a blood clot from the apical tissue. Its Regenerative Endodontic Procedures success criteria are defined by the American Association of Endodontists. The purpose of this article is to provide an overview of vital pulp tissue and various strategies to promote regeneration of damaged pulp tissue. The cell homing technique will be reviewed through clinical trials. Methods We performed a comprehensive literature review on a total of nine clinical trials of regenerative endodontics using the cell-homing technique based on three databases and duplicate manuscripts were removed. Results Regenerative endodontics using the cell-homing technique shows promising results that can be translated into clinical practice. However, a favorable result was observed in immature teeth, and the results are contradictory in mature teeth. Conclusion Regeneration therapy is an attractive new alternative to conventional endodontic treatments. Preservation of vitality and continuation of root development in damaged teeth would be a clear advantage.","Biomaterials, cell homing technique, growth factors, pulp tissues, regenerative endodontic, scaffolds, stem cells"
7,LOGUERCIO20231159,"Loguercio, Alessandro D.; Ñaupari-Villasante, Romina; Gutierrez, Mario F.; Gonzalez, Maria Inés; Reis, Alessandra; Heintze, Siegward D.",5-year clinical performance of posterior bulk-filled resin composite restorations: A double-blind randomized controlled trial,Dental Materials,39,12,1159-1168,2023,,https://www.sciencedirect.com/science/article/pii/S0109564123004190,"Objectives The aim of this double-blind, and randomized controlled clinical trial was to evaluate the 5-year clinical performance of posterior resin composite restorations placed with the incremental filling technique [IF] or the bulk-fill technique [BF]. Two different adhesive systems were used: etch-&-rinse (ER) or self-etch (SE). Methods Posterior dental teeth of 72 participants (n = 236), with a cavity depth of at least 3 mm, were randomly divided into four groups. Restorations were applied with either Tetric N-Bond or Tetric N-Bond SE. The composite resin Tetric N-Ceram Bulk-Fill was placed either with IF or BF. Restorations were evaluated using FDI criteria at baseline and after 1, 2, 3, 4, and 5 years. Statistical analysis was performed using the Wilcoxon Signed rank test (a=0.05). Results Two hundred and four restorations were evaluated after 5 years. Eleven restorations were considered 'failed', ten due to fracture (4 IF and 6 BF) and one due to secondary caries (IF). The annual failure rate was 1.2% for BF and 1% for IF (p = 0.35). When comparing BF and IF, no significant differences were found for any of the parameters evaluated (p > 0.05). Regarding the adhesive systems, 44 and 51 restorations showed minor problems in terms of marginal adaptation and staining, with significantly more marginal discoloration when the self-etch adhesive was used (p = 0.002). Significance The bulk-fill restorative technique showed good clinical behavior compared to the incremental filling technique, especially when using an etch-&-rinse adhesive, after 5 years of clinical evaluation.","Resin composite, Incremental filling technique, Bulk-fill, Self-etch, Etch-&-rinse, Postoperative sensitivity, Randomized controlled trial"
7,NAGUIB2023533,"Naguib, Ghada H.; Bakhsh, Turki A.; Turkistani, Alaa A.; Mously, Hisham A.; Fattouh, Mohamed; Hamed, Mohamed T.",Noninvasive Adaptation Appraisal of Antimicrobial Nano-Filled Composite,International Dental Journal,73,4,533-541,2023,,https://www.sciencedirect.com/science/article/pii/S0020653922002635,"ABSTRACT Objective The aim of this research was to assess the effect of incorporating zein-coated magnesium oxide (zMgO) nanofillers to resin-based composite on the internal adaptation of the restorations using cross-polarisation optical coherence tomography (CP-OCT). Methods Thirty noncarious human molar teeth were used. Class V cavities (3 × 5 mm) were prepared on the buccal and lingual surfaces of each tooth. Clearfil SE Bond 2 was applied to all the cavities and then the teeth were divided into 3 groups (n = 10) as follows: group 1–restored with N-Flow composite; group 2 and group 3–restored with N-Flow composite mixed with different zMgO nanoparticle concentrations (0.3% and 0.5% by weight, respectively) and then light cured using an LED curing device. Specimens were examined for interfacial adaptation examination under CP-OCT. Characterisation of the dental composite incorporating zMgO was done by Fourier-transform infrared spectroscopy (FTIR), x-ray diffraction (XRD), and field emission scanning electron microscopy (FESEM). Results were analysed with Kruskall–Wallis test followed by Mann–Whitney U test, at a significance level of P < .05. Results XRD spectra exhibited the sharp peaks of zMgO in the composite enhanced with zMgO nanoparticles. FESEM analysis showed a uniform distribution of the zMgO nanoparticles in the composite and FTIR illustrated no change in the spectra. The gap percentage along the cavity floor was significantly lower in groups 2 and 3 in comparison to group 1 (P < .05). Also there was a significant difference in gap percentages between groups 2 and 3 (P < .05), with group 3 showing the lowest gap percentage. Conclusions The incorporation of 0.3% and 0.5% zMgO nanoparticles in flowable composite assists in improving the internal adaptation of the composite to the tooth surface.","Magnesium oxide, Nanoparticles, Dental composite, Microleakage, OCT"
7,SCHOILEW2023104362,"Schoilew, Kyrill; Fazeli, Shila; Felten, Anna; Sekundo, Caroline; Wolff, Diana; Frese, Cornelia",Clinical evaluation of bulk-fill and universal nanocomposites in class II cavities: Five-year results of a randomized clinical split-mouth trial,Journal of Dentistry,128,,104362,2023,,https://www.sciencedirect.com/science/article/pii/S0300571222004146,"Aim Evaluating the clinical survival and quality parameters of class-II restorations using 3M™ FiltekTM Bulk Fill Posterior Restorative compared to 3M™ FiltekTM Supreme XTE Universal Restorative over a period of five years. Materials and methods A longitudinal, randomized, prospective split-mouth study with 60 patients (29 female, 31 male; mean age 44 y; range 20-77 y) and a total of 120 load-bearing class II restorations (TEST: n=60 Filtek Bulk Fill Posterior Restorative; CONTROL: n=60 Filtek Supreme XTE Universal Restorative) was conducted. Clinical evaluation was performed by blinded evaluators according to FDI criteria. Kaplan-Meier method was used for survival analysis and an intergroup comparison (Mann-Whitney-U-Test) was carried out. A basic significance level of 0.05 was corrected by the Bonferroni method to account for multiple testing (significance after correction: p<0.00067). Results The mean overall survival of restorations was 92% after 56.98±1.51 months in the TEST group (95 CI= 54.02;59.94) and 92% after 57.25±1.46 months (95 CI= 54.39; 60.12) in the CONTROL group (log-rank p=0.995). In total, four failures occurred in both TEST and CONTROL group during the observation period (mean annual failure rate: 1.6%). The most common reasons for failure were chipping-fractures, debonding, cracked-tooth-syndrome and recurrent decay. With regard to the FDI criteria, no significant differences between TEST and CONTROL material occurred for any of the evaluated variables. In the TEST group two restorations had to be repaired and two had to be replaced, in the CONTROL group four restorations had to be replaced. Conclusion Both materials showed acceptable clinical performance and survival during the 5-year observation period. Clinical Significance The use of a nanofilled bulk-fill composite proved to be an aesthetically, functionally and biologically satisfactory alternative in posterior dentition.","Bulk-fill, Composite resin, Dental material, Posterior, Randomized controlled trial"
7,ALTHAHBAN2023491,"Althahban, Sultan; Alomari, Abdullah S.; El-Din M. Sallam, Hossam; Jazaa, Yosef","An investigation of wear, mechanical, and water sorption/solubility behaviors of a commercial restorative composite containing nano-additives",Journal of Materials Research and Technology,23,,491-502,2023,,https://www.sciencedirect.com/science/article/pii/S223878542300025X,"Resin-based composites used in dentistry often possess undesirable characteristics. This study investigated the effect of two different nano-additive materials, namely aluminum oxide (Al2O3) and titanium dioxide (TiO2), on the mechanical, wear, and water sorption/solubility behavior of a commercial restorative composite used in dental treatments (Nexcomp Flow A2). The results showed that dental materials containing the introduced nano-fillers have a higher wear resistance than their neat counterparts. Correspondingly, the average diametral tensile strength values were improved from a value of 14.6 MPa to values of 26.6 MPa and 50.8 MPa when reinforced with TiO2 and Al2O3, respectively. It has been found that there is a significant relationship between the improvements in wear resistance and tensile strength due to the addition of nano-additives. Further, the water sorption/solubility of the pure composite was lower by 60% after introducing 1% wt. Al2O3 and by more than 80% when 1%wt. TiO2 was the reinforcement additive. Scanning electron microscope images of the tested samples on worn and unworn surfaces showed that the nano-additives helped carry the load subjected to the surface. After introducing nano-additives into the matrix, surface degradation, which may occur due to water uptake, was suppressed.","Restorative materials, Tribology, Wear, Additives, Resin composite, Nanoparticles"
7,KATARAY2023103363,"Kataray, Tarun; Nitesh, B.; Yarram, Bharath; Sinha, Sanyukta; Cuce, Erdem; Shaik, Saboor; Vigneshwaran, Pethurajan; Roy, Abin",Integration of smart grid with renewable energy sources: Opportunities and challenges – A comprehensive review,Sustainable Energy Technologies and Assessments,58,,103363,2023,,https://www.sciencedirect.com/science/article/pii/S2213138823003569,"Renewable energy is the most promising solution to the rising problem of greenhouse gas emissions, and it also contributes to environmental protection. A typical electrical grid is a unidirectional system that converts just one-third of the fuel energy into electricity and does not recover waste heat. Almost 8% of its output is lost via transmission lines and 20% of its capacity exists primarily to meet peak demand. Smart grids are controlled power networks that provide several benefits such as expansion and effective management of renewable energy sources. The present review provides an elaborative discussion on smart technologies in terms of characteristics, energy storage systems, demand side management, communication technologies, grid security, and privacy. The present review also highlights important issues for smart grid integration with renewable energy. It is revealed that the communication network and appropriate demand side management with suitable algorithms are highly important for futuristic smart grid integration. Finally, the evolution of Indian energy legislation and regulations, as well as the main barriers are reviewed. A few policy recommendations are also tallied at the conclusion based on the assessment.","Smart grid, Renewable energy integration smart grid, Communication systems, DSM, Smart metering"
7,MASAKA202383,"Masaka, Nobuo; Yoneda, Satoshi; Masaka, Kozue",An up to 43-year longitudinal study of fixed prosthetic restorations retained with 4-META/MMA-TBB resin cement or zinc phosphate cement,The Journal of Prosthetic Dentistry,129,1,83-88,2023,,https://www.sciencedirect.com/science/article/pii/S0022391321002122,"Statement of problem Adhesive resin cement has been the preferred choice for the placement of prosthetic restorations, but evidence-based studies supporting this selection are sparse. Purpose The purpose of this study was to test the hypothesis that restoration placement with the adhesive 4-methacryloxyethyl trimellitate anhydride/methyl methacrylate-tributylborane (4-META/MMA-TBB) resin cement is associated with better longevity of teeth than zinc phosphate cement up to 43 years. Materials and methods Study participants were individuals who had been visiting the clinic regularly for more than 20 years from their first visit between November 1970 and April 1985. The vital teeth with prosthetic restorations (N=454), including cast inlays, onlays, crowns, and fixed partial dentures, of 53 patients were assessed from dental charts and radiographs. Most of the bonding surfaces were precious metal alloy, excluding 4 restorations cemented with zinc phosphate and 6 ceramic crowns cemented with 4-META/MMA-TBB resin cement. The Kaplan-Meier method and log-rank test (α=.05) were used to compare longevity between the 2 materials. Chi-squared tests (α=.001) were also used to examine the occurrence rates of events such as secondary caries, endodontic treatment, and the dislodgement of restorations affecting the longevity of the 2 cements. Results Clinical review examination demonstrated that 55.4% of teeth retained with 4-META/MMA-TBB resin cement had been in service for 30 years compared with 43.5% of those retained with zinc phosphate cement, with a significant difference (P=.006). 4-META/MMA-TBB resin cement also demonstrated lower event occurrence rates than zinc phosphate cement for 3 assessed types of events (P<.001). Conclusions Within the limitations of this study, 4-META/MMA-TBB resin adhesive cement demonstrated a higher survival rate than conventional zinc phosphate cement in service for 30 years with a lower occurrence of critical events.",
7,TANGRI2023122469,"Tangri, Sukhmeet; Hasan, Nazeer; Kaur, Jasmeet; Fauziya; Mohammad; Maan, Saurabh; Kesharwani, Prashant; Ahmad, Farhan Jalees",Drug loaded bioglass nanoparticles and their coating for efficient tissue and bone regeneration,Journal of Non-Crystalline Solids,616,,122469,2023,,https://www.sciencedirect.com/science/article/pii/S0022309323003356,"There has been a significant increase in the utilization of bioactive glass for delivery of drugs and bone tissue repair at a therapeutic norm. In this article, we illustrate recent developments in bioactive glass (BG) particles, sphere, fibre, and scaffold preparation. Mesoporous bioactive glasses (MBGs), which have advantageous qualities like superior bioactivity, better therapeutic efficacy, antimicrobial activity, biocompatibility and degradation rate, are emerging as promising standards for tissue regeneration. BG also provides the targeted delivery at site of action in a very controlled manner to increase its therapeutic efficacy with less side effects. This review aims to reporting the latest advancement in drug loaded BGNPs, which is efficiently applicable for the bone and tissue regeneration in diverse manner.","Bioglass nanoparticles, Coating, Tissue and bone regeneration, Drug delivery, Bioactive glass"
7,MALAMENT202349,"Malament, Kenneth A.; Margvelashvili-Malament, Mariam; Natto, Zuhair S.; Polyakov, Valery; Thompson, Van; Rekow, Dianne",Incidence of endodontic therapy after complete or partial coverage glass-ceramic restorations with a follow-up time of over 30 years: A prospective clinical study,The Journal of Prosthetic Dentistry,129,1,49-60,2023,,https://www.sciencedirect.com/science/article/pii/S0022391322004929,"Statement of problem Long-term clinical data are lacking on the comparison of the incidence of endodontic therapy in adhesively luted complete and partial coverage glass-ceramic restorations, as well as on the effect of technique and clinical variables. Purpose The purpose of this prospective clinical study was to assess the long-term incidence of teeth requiring endodontic therapy after receiving either complete or partial coverage glass-ceramic restorations. Material and methods Participants requiring single anterior complete, posterior complete, or posterior partial (inlay or onlay) coverage restoration, or a combination of these on a vital tooth were recruited from a clinical private practice. Only the participants who chose glass-ceramic partial and complete coverage restorations without the need of endodontic therapy were included in the study. The overall clinical performance of these glass-ceramic restorations was assessed by clinical factors determined at recall. The effect of various clinical parameters (type of restoration, dental arch, tooth position in the dental arch, age and sex of participant, and ceramic thickness) was evaluated by using Kaplan–Meier survival curves to account for attrition bias and other reasons for failure. The statistical significance of differences between parameters was determined by using the log rank test (α=.05). Results A total of 1800 participants requiring 4511 glass-ceramic anterior and posterior restorations were evaluated. The mean age of the participants at the time of restoration placement was 62 (range 20 to 99 years, 710 men and 1090 women). Of 4511 restorations, 1476 were anterior complete coverage, 2119 posterior complete coverage, and 916 posterior partial coverage. Endodontic therapy after restoration placement was needed for 76 restorations (10 anterior complete, 50 posterior complete, and 16 posterior partial). The total time at risk was 50 436 years providing an estimated need for endodontic therapy risk of 0.15% per year. The estimated 35-year cumulative survival was 97.36%. The majority of endodontic treatments (67%, 52/76) occurred in the first 5 years. The estimated cumulative survival of anterior complete coverage, posterior complete coverage, posterior partial inlay, and posterior partial onlay restorations was 98.89% (n=1476, 10 endodontic treatments), 96.38% (n=2119, 50 endodontic treatments), 96.78% (n=553, 11 endodontic treatments), and 98.53% (n=363, 5 endodontic treatments), respectively. Statistically significant differences occurred between anterior complete coverage, posterior complete coverage, and posterior partial coverage inlay restorations, with a higher incidence in posterior complete coverage and posterior partial inlay restorations (P<.05). First molars had the highest rate of endodontic therapy after restoration in both arches. Age and restoration thickness were significant factors, recording statistically higher number of endodontic treatments in participants >52 years and restorations with all surfaces ≥1 mm (P<.05). Other clinical variables, dental arch and sex of the participants, were not significantly related to endodontic treatments (P>.05). Conclusions The clinical performance of 4511 units over 30 years in service was excellent, with the estimated cumulative survival of 97.36%. Posterior complete coverage and posterior partial inlay restorations had a significantly higher need for endodontic therapy than anterior complete coverage restorations. Their overall clinical performance relative to endodontic treatment was excellent with a cumulative survival of 96.38% and 96.78% over 30 years. There was no difference in the endodontic treatment rate between posterior complete and partial coverage restorations. Thickness of the restoration affected the endodontic treatment rate, with ≥1 mm resulting in higher incidence. The age of the participants influenced the endodontic treatment rate, with higher incidence in the >52-year age group. Other confounding clinical variables did not have a significant effect on the endodontic treatment rate.",
