http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#isbn,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#monthPublished,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,,BUTTERHOF2020e255,"Butterhof, Maximilian; Ilie, Nicoleta",Mathematical model for assessing true irradiance received by luting materials while curing through modern CAD/CAM resin composites,Dental Materials,36,8,,e255-e265,2020,https://www.sciencedirect.com/science/article/pii/S0109564120301275,"Statement of problem Measurement of irradiance passing through a dental restoration for properly curing a dual- or light-polymerized luting composite is imprecise due to surface reflection. Objective To provide a mathematical correction of measured transmitted irradiance for predicting true transmitted light intensity through CAD/CAM restorations. Methods A total of 432 specimens were fabricated. Seven modern CAD/CAM resin-based composites (RBCs) and one CAD/CAM glass-ceramic (control group) were sectioned and polished into specimens of 0.5–5mm thickness (in 0.5mm steps, n=6). Irradiance of a violet-blue LED light curing unit (LCU) (power modes: Standard, High and Plasma) was measured after passing through each specimen with a spectrometer. Data was compared based on 95% confidence intervals and using univariate ANOVA followed by Tukey HSD (α=0.05). Results The measured transmitted irradiance passing through the specimens decreased exponentially. Significantly highest values of transmitted irradiance were measured for 0.5mm thick specimens for all materials (p<0.05). The decadic absorption coefficient for CAD/CAM-RBCs ranged from 0.292mm−1 to 0.387mm−1 while the control group (glass-ceramic) reached a significantly lower value of 0.283mm−1. The reflection ratio for all materials ranged from 12.6% to 18.5%. Significance A correction can be implemented to predict the true transmitted irradiance after passing through a dental restoration as function of initial irradiance, specimen thickness and material specific parameters. For a practitioner, this model may be applied depending on the specific treatment conditions, the individual LCU's radiant emittance and restoration thickness for the tested materials.","CAD/CAM composite, Irradiance, Reflection, Absorption, Transmission, Correction model, Light curing"
7,,SUDBECK2022e245,"Südbeck, Sonja; Hoffmann, Moritz; Reymus, Marcel; Buser, Ramona; Edelhoff, Daniel; Stawarczyk, Bogna",Bending moment of implants restored with CAD/CAM polymer-based restoration materials with or without a titanium base before and after artificial aging,Dental Materials,38,9,,e245-e255,2022,https://www.sciencedirect.com/science/article/pii/S0109564122001634,"Objectives To test and compare two types of implant systems restored with four monolithic polymer-based materials with regard to their bending moments (BM) before and after aging. Methods A total of 192 tissue-level implants (TRI Dental Implants) differing in the presence (TiB, Octa line, n = 96) or absence (NTiB, Matrix line, n = 96) of a titanium base were restored with mandibular right first molar crowns manufactured from composite (CC), polymer-infiltrated ceramic (VE), PMMA (PM) and a 3D printed resin (ND) (n = 24). Half of the specimens (n = 12) were loaded for 1,200,000 cycles (50 N, 1.3 Hz, TC: 5/55 °C, 6000×) and examined for failures. Fracture load was measured according to ISO standard 14801, BM was calculated, and fracture types were examined. Data were analyzed using parametric statistics (p < 0.05). Results No failures were observed after 600,000 cycles. After 1,200,000 cycles, wear traces were recorded in all groups except PM, VE and CC on TiB implants. In group CC on NTiB implants, three specimens were rated zero in BM testing as they showed fracture of the screw. Regarding BM, TiB implants exhibited higher values than NTiB implants with aged CC (p = 0.023), aged PM (p < 0.001), initial PM (p = 0.011) and initial VE (p < 0.001). No differences occurred among the implant types with initial CC, initial ND, aged ND and aged VE. With regard to initial BM values, NTiB implants showed higher values for ND and CC compared with PM and VE (p < 0.001). No differences in initial BM values were found for the tested materials on TiB implants (p > 0.116). When aged, restoration material had no impact on the BM values of NTiB implants (p ≥ 0.233). Aged TiB implants showed higher values in combination with CC than with ND (p = 0.001). PM and VE showed similar values as ND and CC. Artificial aging led to a decrease of BM within PM, CC and ND on NTiB implants and ND on TiB implants. The majority of failures after testing were characterized by crown fractures in two to four pieces. Fractures in more pieces with smaller fragments occurred primarily for ND. Significance The use of NTiB implants with the polymer-based materials tested can only be recommended for clinical use as interim prostheses. CC seems to show a positive effect on the BM. Clinical research investigating the in vivo behavior is necessary to confirm these findings.","CAD/CAM, Polymer, PICN, PMMA, Composite, 3D-printing, Bending moment, Chewing simulation, Dental implants, Titanium base"
7,,VANDIJKEN2019335,"van Dijken, Jan W. V.; Pallesen, Ulla; Benetti, Ana",A randomized controlled evaluation of posterior resin restorations of an altered resin modified glass-ionomer cement with claimed bioactivity,Dental Materials,35,2,,335-343,2019,https://www.sciencedirect.com/science/article/pii/S0109564118306146,"Objective The objective of this randomized controlled prospective clinical trial was to evaluate the short time clinical behaviour of an altered resin modified glass-ionomer cement (RMGIC), which is claimed to possess bioactivity, in posterior restorations and to compare it intraindividually with a nanofilled resin composite. Methods Totally 78 pairs Class II and 4 pairs Class I restorations were placed in 29 female and 38 male participants with a mean age of 58.3 years (range 37–86). Each patient received at random at least one pair of, as similar as possible, Class II or Class I restorations. In the first cavity of each pair, the modified flowable RMGIC (ACTIVA Bioactive; AB) was placed after phosphoric acid etching of the cavity and without adhesive, according to the instructions of the manufacturer. In the other cavity a well established nanofilled resin composite (CeramX; RC) with a single step self-etch adhesive (Xeno Select) was placed. The restorations were evaluated using slightly modified USPHS criteria at baseline, 6 and 12 months. Caries risk and parafunctional habits of the participants were estimated. Results 158 restorations, 8 Class I and 150 Class II, were evaluated at the one year recalls. At baseline two failed restorations were observed (2AB), at 6 months six failures (5AB, 1RC) and at 12 months another thirteen failed restorations were observed (12AB, 1RC). This resulted in annual failure rates of 24.1% for the AB and 2.5% for RC (p<0.0001). The main reasons for failure for AB were lost restorations (5), postoperative symptoms (4) and secondary caries (3). Do to the unacceptable very high one-year failure frequency, the clinical study was stopped and no further evaluation will be performed. Significance The use of the AB restorative in Class II cavities, applied as instructed by the manufacturer after a short phosphoric acid pretreatment but without adhesive system, resulted in a non-acceptable very high failure frequency after a one year period. Further studies should be conducted using a bonding agent","Bioactive, Clinical, Composite resin, Glass ionomer, Posterior, Self etch adhesive"
7,,ALSHABIB20191194,"Alshabib, Abdulrahman; Silikas, Nick; Watts, David C.",Hardness and fracture toughness of resin-composite materials with and without fibers,Dental Materials,35,8,,1194-1203,2019,https://www.sciencedirect.com/science/article/pii/S0109564119303239,"Objective To investigate the surface micro-hardness (VHN) and fracture toughness (KIC) of resin-composites, with and without incorporated short fibers, after solvent storage. Methods Three resin-composites incorporating fibers, additional to particle reinforcement, were examined: everX™, NovoPro Fill™ and NovoPro Flow™. Four composites were used as controls, with only particle reinforcement: Filtek bulk Fill™, Filtek bulk one™, Filtek XTE™, and Filtek Flow XTE™. For hardness measurement, materials were cured in 2mm thick molds for 20s by a LED source of average irradiance 1.2W/cm2. Specimens (n=6/group) were stored dry for 1h and then in either water or 75% ethanol/water for 1h, 1 day and 30 days at 37±1°C. Vickers hardness was measured under a load of 300g for 15s. For fracture toughness (KIC) measurements, single-edge-notched specimens (n=6/group) were prepared: (32×6×3mm) for 3-point bending and stored for 1 and 7 days in water at 37°C. Fractured surfaces of fiber-reinforced composite were examined by scanning electron microscopy (SEM). VHN data were analyzed using three-way ANOVA, one-way ANOVA and the Tukey post hoc test (p≤0.05). KIC data were analyzed by two-way ANOVA and one-way ANOVA and the Tukey post hoc test (p≤0.05). An independent t-test was used to detect differences (α=0.05) in KIC between stored groups for each material. Results VHN decreased for all composites with storage time in both solvents, but more appreciably in 75% ethanol/water (an average of 20%). KIC ranged from 2.14 (everX Posterior) to 0.96 NovoPro Flow) MPa.m0.5. The longer storage period (7 days) had no significant effect on this property relative to 1 day storage. Significance Reinforcement with short fibers, and possibly matrix compositional differences, significantly enhanced the fracture toughness of EVX. However, for nano-fiber containing composites, there were no evident beneficial effects upon either their fracture toughness or hardness compared to a range of control composites. Water storage for 7 days of all these resin-composites produced no significant change in their KIC values, relative to 1 day storage.","Resin composites, Fiber reinforcement, Water storage, Ethanol/water, Fracture toughness, Surface hardness"
7,,WENDLER20211156,"Wendler, Michael; Stenger, Anja; Ripper, Julian; Priewich, Eva; Belli, Renan; Lohbauer, Ulrich",Mechanical degradation of contemporary CAD/CAM resin composite materials after water ageing,Dental Materials,37,7,,1156-1167,2021,https://www.sciencedirect.com/science/article/pii/S0109564121001391,"Objective The aim of the present study was to assess the effect of water storage on the quasi-static properties and cyclic fatigue behavior of four contemporary CAD/CAM resin composite materials. Methods The CAD/CAM resin composites Grandio Blocs, LavaTM Ultimate, CerasmartTM and Brilliant Crios, as well as the direct resin composite Grandio SO, were evaluated. Rectangular plates were cut from the blocks or fabricated using a silicon mold to obtain specimens for fracture toughness (KIc, n = 10), biaxial strength (σ0, n = 30) and cyclic fatigue testing (n = 30). Half of the specimens was stored for 24 h in dry conditions and the other half was aged for 60 days in distilled water at 37 °C. KIc was determined using the Compact-Tension (C(T)) method and σ0 and cyclic fatigue were tested using the Ball-on-Three-Balls assembly. Additional disc-shaped specimens (n = 5) were produced to obtain water sorption curves of the materials. Weibull statistics and two-way ANOVA with Tukey’s post-hoc test were used for data assessment. Results The highest water sorption was observed for LavaTM Ultimate (42.6 μg/mm3), whereas Grandio SO displayed the lowest uptake (14 μg/mm3). A statistically significant drop in KIc and σ0 was measured for all materials after water storage, except for the σ0 of CerasmartTM. Water ageing had a dissimilar effect on the cyclic fatigue behavior, increasing the slow crack growth susceptibility of LavaTM Ultimate, but decreasing it for CerasmartTM and Brilliant Crios. Significance Contemporary CAD/CAM resin composites are susceptible to water driven degradative processes, although differences in filler content and resin matrix constitution play an important role in how it impacts their mechanical properties.","Resin composite, CAD/CAM, Water sorption, Hydrolytic degradation, Biaxial strength, Fracture toughness, Cyclic fatigue"
7,,NING2023913,"Ning, Ke; Yang, Fang; Bronkhorst, Ewald; Ruben, Jan; Nogueira, Liebert; Haugen, Håvard; Loomans, Bas; Leeuwenburgh, Sander",Fatigue behaviour of a self-healing dental composite,Dental Materials,39,10,,913-921,2023,https://www.sciencedirect.com/science/article/pii/S0109564123003548,"Objective Novel self-healing resin-based composites containing microcapsules have been developed to improve the mechanical performance of dental restorations. However, the long-term fatigue behaviour of these self-healing composites has still been hardly investigated. Therefore, this manuscript studied the fatigue behaviour of self-healing composites containing microcapsules by subjecting the specimens to traditional staircase tests and ageing in a custom-designed chewing simulator (Rub&Roll) to simulate oral ageing physiologically relevant conditions. Methods To prepare self-healing composite, poly(urea-formaldehyde) microcapsules containing acrylic self-healing liquids were synthesized. Subsequently, these microcapsules (10 wt%) and initiator (benzoyl peroxide, BPO, 2 wt%) were incorporated into a commercial flowable resin-based composite. Microcapsule-free resin-based composites with and without BPO were also prepared as control specimens. A three-point flexural test was used to measure the initial flexural strength (Sinitial). Subsequently, half of the specimens were used for fatigue testing using a common staircase approach to measure the fatigue strengths (FS). In addition, the other specimens were aged in the Rub&Roll machine for four weeks where after the final flexural strength (Sfinal) was measured. Results Compared to Sinitial, FS of all tested specimens significantly decreased as measured through staircase testing. After 4 weeks of ageing in the Rub&Roll machine, Sfinal was significantly reduced compared to Sinitial for microcapsule-free resin-based composites, but not for the self-healing composites (p = 0.3658). However, the self-healing composites are still in the experimental phase characterized by a low mechanical strength, which still impedes further clinical translation. Significance Self-healing composites containing microcapsules exhibit improved fatigue resistance compared to microcapsule-free non-self-healing composites.","Self-healing composites, Fatigue behaviour, Staircase test, Chewing simulator (Rub&Roll), Fatigue strength, Flexural strength"
7,,GUIMARAES20201544,"de Freitas Guimarães, Genine Moreira; Bronze-Uhle, Erika Soares; Lisboa-Filho, Paulo Noronha; Fugolin, Ana Paula Piovezan; Borges, Ana Flavia Sanches; Gonzaga, Carla Castiglia; Pfeifer, Carmem Silvia; Furuse, Adilson Yoshio",Effect of the addition of functionalized TiO2 nanotubes and nanoparticles on properties of experimental resin composites,Dental Materials,36,12,,1544-1556,2020,https://www.sciencedirect.com/science/article/pii/S0109564120302530,"Objective To evaluate the influence of the addition of functionalized and non-functionalized TiO2 nanostructures on properties of a resin composite. Methods TiO2 nanostructures were synthesized and functionalized, using 3-(aminopropyl)triethoxysilane (APTMS) and 3-(trimethoxysilyl)propyl methacrylate (TSMPM). Characterizations were performed with XRD, EDS, TEM, and TGA. Resin composites containing Bis-GMA/TEGDMA, CQ, DABE, and barium-aluminum silicate glass were produced according to TiO2 nanostructure (nanotube or nanoparticle), concentration (0.3 or 0.9 wt%), and functionalization (APTMS or TSMPM). The resin composite without nanostructures was used as control. The amount of fillers was kept constant at 78.3 wt% for all materials. The degree of conversion (DC - at 0 h and 24 h), maximum polymerization rate (Rpmax), and Knoop microhardness (KHN before and after ethanol softening) were evaluated. Data were analyzed with two-way ANOVA with repeated measures and Tukey's HSD (α = 0.05). Results TGA results demonstrated that functionalizations were effective for both nanostructures. For DC, resin composites, time and interaction effect were significant (p < 0.001). Higher DC was found for 0.3-wt%-functionalized-nanotubes at 24 h. For nanoparticles, only 0.9-wt%-non-functionalized and 0.3-wt%-APTMS-functionalized showed DC similar to the control and all other groups showed higher DC (p < 0.05). Rpmax was higher for 0.3-wt%-APTMS-nanotubes, which corresponded to higher DC after 24 h. The lowest Rpmax occurred for 0.9-wt%-TSMPM-nanotubes, which showed smaller DC at 0 h. For KHN, resin composites, ethanol softening and interaction effect were significant (p < 0.001). KHN decreased after ethanol softening all groups, except for 0.3-wt%-TSMPM-nanotubes, 0.9-wt%-TSMPM-nanotubes, and 0.3-wt%-non-functionalized-nanoparticles. Conclusion The resin with 0.3-wt%-TSMPM-nanotubes showed higher DC after 24 h, while being the most stable material after the ethanol softening. Significance The addition of functionalized TiO2 nanostructures in resin-based materials may improve the properties of the material.","Titanium dioxide, Nanostructures, Functionalization, Polymer structure, Methacrylates"
7,,FLURY20191205,"Flury, Simon; Dulla, Fabrice A.; Peutzfeldt, Anne",Repair bond strength of resin composite to restorative materials after short- and long-term storage,Dental Materials,35,9,,1205-1213,2019,https://www.sciencedirect.com/science/article/pii/S010956411831385X,"Objectives To investigate short- and long-term bond strength (“repair bond strength”; RBS) of a resin composite to six restorative materials using either a silane and a bonding agent or a universal “one-step self-etch” adhesive system. Methods Specimens were produced from an amalgam, a direct resin composite, two indirect resin composites, a hybrid ceramic, and a feldspar ceramic and stored for 3 months in tap water (37 °C). All specimens were then sandblasted (Al2O3; 25 μm) and either treated with Monobond Plus and OptiBond FL Adhesive (MP-OFL) or with Scotchbond Universal (SBU). Filtek Z250 was used as “repair composite”, and RBS was measured by means of a micro shear bond strength test after 24 h or after 1 year. RBS values (n = 15/group) were statistically analyzed (α = 0.05). Results RBS (MPa; mean values (standard deviations)) after 24 h for MP-OFL: 18.6 (3.2)–23.9 (5.0) and for SBU: 12.5 (4.9)–18.1 (4.6); after 1 year for MP-OFL: 8.9 (4.6)–19.8 (4.3) and for SBU: 5.6 (2.3)–18.8 (3.5). After 24 h, MP-OFL showed significantly higher RBS to the hybrid ceramic and the feldspar ceramic than did SBU (p ≤ 0.0001) whereas there was no significant difference in RBS for the other four restorative materials. After 1 year, MP-OFL showed significantly higher RBS to the feldspar ceramic than did SBU (p = 0.043) whereas there was no significant difference in RBS for the other five restorative materials. Significance The use of a silane and a bonding agent seems more versatile for repairing restorations than the use of a universal “one-step self-etch” adhesive system.","Amalgam, Resin composite, Ceramic, Artificial aging, Adhesion"
7,,CRINS20211645,"Crins, L. A. M. J.; Opdam, N. J. M.; Kreulen, C. M.; Bronkhorst, E. M.; Sterenborg, B. A. M. M.; Huysmans, M. C. D. N. J. M.; Loomans, B. A. C.",Randomized controlled trial on the performance of direct and indirect composite restorations in patients with severe tooth wear,Dental Materials,37,11,,1645-1654,2021,https://www.sciencedirect.com/science/article/pii/S0109564121002402,"Objective The study aimed to evaluate survival and failure behavior of Direct Composite Restorations (DRC) and Indirect Composite Restorations (ICR) on molars and anterior teeth, in a Randomized Controlled Trial (RCT). Methods Patients with generalized severe tooth wear were included, and randomly assigned to one of 2 protocols: (1) DCR: All teeth were restored with directly applied micro-hybrid composite restorations (Clearfil AP-X, Kuraray) for load bearing areas and nano-hybrid composite restorations (IPS Empress Direct, Ivoclar Vivadent) for buccal veneers; (2) ICR: First molars were restored with indirect composite ‘tabletop’ restorations and maxillary anterior teeth were restored with indirect palatal veneer restorations (Clearfil Estenia C&B, cemented with Panavia F, Kuraray). Remaining teeth were restored directly. Restorations were evaluated after 3 years, focusing on clinical acceptability. Statistical analysis was performed using Kaplan Meier curves, Annual Failure Rates (AFRs), and univariate Cox regression analyses (p < 0.05). Results 41 patients (age: 36.6 ± 6.6y) were evaluated after 3 years (40.0 ± 2.2 m). 408 restorations on first molars and palatal veneers on maxillary anterior teeth were part of this RCT, with 220 DCRs and 188 ICRs. No differences in survival between treatment modality for palatal veneers for any failure criteria were found. Tabletop restorations on first molars showed a considerable higher failure rate for ICR compared to DCR (p = 0.026, HR: 3.37, 95%CI = 1.16–9.81). Significance In this RCT, directly applied composite restorations showed superior behavior compared to the indirect composite restorations, when used in the molar region.","Tooth wear, Composite Resins, Operative Dentistry, Randomized Controlled Trial, Dental Restoration Failure"
7,,AUSIELLO2023114,"Ausiello, Pietro; Di Lauro, Alessandro Espedito; Tribst, João Paulo Mendes; Watts, David C.",Stress distribution in resin-based CAD-CAM implant-supported crowns,Dental Materials,39,1,,114-122,2023,https://www.sciencedirect.com/science/article/pii/S0109564122003384,"Objective This study aimed to evaluate the influence of new resin-based CAD-CAM implant-supported materials on posterior crown restoration stress and strain concentrations. Methods A previous 3D implant model was edited to receive a cement-retained posterior crown manufactured with different CAD/CAM materials (Estelite P Block, Estelite Block II or Estelite Layered Block). Each solid model was exported to the computer-aided engineering software and submitted to the finite element analysis of stress and strain. Material properties were assigned to each solid with isotropic and homogeneous behavior according to the manufacturer information. A vertical load of 600 N was applied in the occlusal region of the crown, via a simulated food bolus, and stress was calculated in Von Misses (σVM) for the implant, abutment and screw, Maximum (σMAX) Principal Stresses for the crown and microstrain for the bone. Results All simulated materials showed acceptable stresses levels with a similar stress pattern among the models. At the crown intaglio region and cement layer, however, differences were observed: Estelite P Block showed a lower tensile and shear stresses magnitude when compared to other resin-based materials with lower elastic modulus. Significance The stress effect of different resin-based CAD-CAM implant-supported crowns is predominant in the crown and cement layer, with Estelite P Block showing 7.4 % versus 9.3 % and 9.2 % for Estelite Block II and Estelite Layered Block of crown failure risk.","Dental implants, Finite element analysis, Polymers, Prosthodontics"
7,,ZHOU20201343,"Zhou, Wen; Peng, Xian; Zhou, Xuedong; Weir, Michael D.; Melo, Mary Anne S.; Tay, Franklin R.; Imazato, Satoshi; Oates, Thomas W.; Cheng, Lei; Xu, Hockin H. K.",In vitro evaluation of composite containing DMAHDM and calcium phosphate nanoparticles on recurrent caries inhibition at bovine enamel-restoration margins,Dental Materials,36,10,,1343-1355,2020,https://www.sciencedirect.com/science/article/pii/S0109564120301949,"Objective Recurrent caries is a primary reason for restoration failure caused by biofilm acids. The objectives of this study were to: (1) develop a novel multifunctional composite with antibacterial function and calcium (Ca) and phosphate (P) ion release, and (2) investigate the effects on enamel demineralization and hardness at the margins under biofilms. Methods Dimethylaminohexadecyl methacrylate (DMAHDM) and nanoparticles of amorphous calcium phosphate (NACP) were incorporated into composite. Four groups were tested: (1) Commercial control (Heliomolar), (2) Experimental control (0% DMAHDM + 0% NACP), (3) antibacterial group (3% DMAHDM + 0% NACP), (D) antibacterial and remineralizing group (3% DMAHDM + 30% NACP). Mechanical properties and Ca and P ion release were measured. Colony-forming units (CFU), lactic acid and polysaccharide of Streptococcus mutans (S. mutans) biofilms were evaluated. Demineralization of bovine enamel with restorations was induced via S. mutans, and enamel hardness was measured. Data were analyzed via one-way and two-way analyses of variance and Tukey’s multiple comparison tests. Results Adding DMAHDM and NACP into composite did not compromise the mechanical properties (P > 0.05). Ca and P ion release of 3% DMAHDM + 30% NACP was increased at cariogenic low pH. Biofilm lactic acid and polysaccharides were greatly decreased via DMAHDM, and CFU was reduced by 4 logs (P < 0.05). Under biofilm acids, enamel hardness at the margins was decreased to about 0.5 GPa for control; it was about 1 GPa for antibacterial group, and 1.3 GPa for antibacterial and remineralizing group (P < 0.05). Conclusions The novel 3% DMAHDM + 30% NACP composite had strong antibacterial effects. It substantially reduced enamel demineralization adjacent to restorations under biofilm acid attacks, yielding enamel hardness that was 2-fold greater than that of control composites. The novel multifunctional composite is promising to inhibit recurrent caries.","Recurrent caries, Demineralizaiton and remineralization, Antibacterial, Nanocomposite, Biofilms, Enamel hardness."
7,,HEINTZE2019937,"Heintze, Siegward D.; Reinhardt, Marie; Müller, Frank; Peschke, Arnd",Press-on force during polishing of resin composite restorations,Dental Materials,35,6,,937-944,2019,https://www.sciencedirect.com/science/article/pii/S0109564118314313,"Objective To measure the press-on force during the polishing of composite restorations carried out by 10 dentists in a clinically simulated procedure. Methods Composite restorations (Tetric EvoCeram Bulk Fill) were placed in standardized Class II two-surface cavities in first upper acrylic molars. The surfaces were roughened by sandblasting (50μm, 1bar). The tooth was mounted on a tailor-made device with a 3D force sensor (Kistler, Z21134-300, 10Hz). Ten dentists (7 male, 3 female) polished one Class II restoration each using the one-step polishing system OptraPol together with a dental handpiece and water spray. The dentists were allowed to use all shapes of the polishing system (small flame, large flame, cup, lens). During polishing, the press-on forces measured for up to 2 minutes. Simultaneously, the polishing procedure was recorded with a digital camera to correlate the forces with the polishing shapes and movements. Results In total, 17,999 force measurements were available for analysis. The mean forces of all operators varied between 0.77(±0.63) N and 2.23(±1.48) N; the difference was statistically significant (ANOVA, post-hoc Tukey B, p<0.05). All dentists exerted maximum forces higher than 3 N (between 3.3N and 18.3N). Force values exceeded 2N during 25% of the polishing time. Female dentists polished with a statistically significant lower force than male dentists (ANOVA, p<0.001). Polishing with the large flame and the cup generated significantly higher forces than polishing with the small flame and the lens (ANOVA, post hoc Tukey B, p<0.01). Conclusions The press-on forces applied during polishing varied significantly between dentists and within the same dentist. In about 25% of the polishing time, forces were above the 2N limit, which is recommended by some manufacturers as the maximum polishing force. Test institutes and manufacturers should evaluate the polishing performance of polishing instruments with various press-on forces.","Polishing, Press-on force, Composite resin, 3D force sensor"
7,,FU20201108,"Fu, Jing; Aregawi, Wondwosen A.; Fok, Alex S. L.",Mechanical manifestation of the C-factor in relation to photopolymerization of dental resin composites,Dental Materials,36,8,,1108-1114,2020,https://www.sciencedirect.com/science/article/pii/S010956412030141X,"Objective This study aims to assess the validity of a recent theory which proposes that (1) the magnitude of the shrinkage stress of resin composites depends on the thickness of the boundary layer under triaxial constraints relative to the total thickness of the specimen and (2) the boundary-layer thickness is proportional to the diameter of the specimen. Methods Cylindrical specimens of three commercially available resin composites, three diameters (4, 5 and 6.3mm) and four thicknesses (2, 3, 5 and 6.5mm) were tested. Curing was applied using a LED light for 40s. Microscopic images (32×) of the specimens before and after curing were analyzed to determine the lateral shrinkage profile along the vertical axis. Boundary-layer thickness was determined from the point where lateral shrinkage displacement first reached the maximum value found at mid-thickness. Results Lateral shrinkage displacement at mid-thickness was close to the theoretical value based on published shrinkage-strain data, with the ratio between experimental and theoretical values being 1.04±0.06. The boundary-layer thickness was found to be proportional to specimen diameter only, independent of material, C-factor, and specimen thickness. The proportionality constant was 0.64±0.07, which was approximately 3 times that of the effective value indicated by shrinkage strain/stress calculations. Significance This study validates the assumption made in the shrinkage-stress theory recently proposed and provides a more precise and mechanistic interpretation for the C-factor, i.e. the C-factor, as a measure of a specimen's constraint, is the ratio between the boundary-layer thickness and the total thickness of the specimen.","Composite resins, Shrinkage strain, C-factor, Boundary layer"
7,,LOGUERCIO20231159,"Loguercio, Alessandro D.; Ñaupari-Villasante, Romina; Gutierrez, Mario F.; Gonzalez, Maria Inés; Reis, Alessandra; Heintze, Siegward D.",5-year clinical performance of posterior bulk-filled resin composite restorations: A double-blind randomized controlled trial,Dental Materials,39,12,,1159-1168,2023,https://www.sciencedirect.com/science/article/pii/S0109564123004190,"Objectives The aim of this double-blind, and randomized controlled clinical trial was to evaluate the 5-year clinical performance of posterior resin composite restorations placed with the incremental filling technique [IF] or the bulk-fill technique [BF]. Two different adhesive systems were used: etch-&-rinse (ER) or self-etch (SE). Methods Posterior dental teeth of 72 participants (n = 236), with a cavity depth of at least 3 mm, were randomly divided into four groups. Restorations were applied with either Tetric N-Bond or Tetric N-Bond SE. The composite resin Tetric N-Ceram Bulk-Fill was placed either with IF or BF. Restorations were evaluated using FDI criteria at baseline and after 1, 2, 3, 4, and 5 years. Statistical analysis was performed using the Wilcoxon Signed rank test (a=0.05). Results Two hundred and four restorations were evaluated after 5 years. Eleven restorations were considered 'failed', ten due to fracture (4 IF and 6 BF) and one due to secondary caries (IF). The annual failure rate was 1.2% for BF and 1% for IF (p = 0.35). When comparing BF and IF, no significant differences were found for any of the parameters evaluated (p > 0.05). Regarding the adhesive systems, 44 and 51 restorations showed minor problems in terms of marginal adaptation and staining, with significantly more marginal discoloration when the self-etch adhesive was used (p = 0.002). Significance The bulk-fill restorative technique showed good clinical behavior compared to the incremental filling technique, especially when using an etch-&-rinse adhesive, after 5 years of clinical evaluation.","Resin composite, Incremental filling technique, Bulk-fill, Self-etch, Etch-&-rinse, Postoperative sensitivity, Randomized controlled trial"
7,,SADEGHYAR2020997,"Sadeghyar, Abdullah; Watts, David C.; Schedle, Andreas",Limited reciprocity in curing efficiency of bulk-fill resin-composites,Dental Materials,36,8,,997-1008,2020,https://www.sciencedirect.com/science/article/pii/S0109564120301287,"Objective The aim of the study was to identify experimental limits of the general reciprocity hypothesis that the same photo-cure outcomes will result from applying essentially constant energy densities, despite reciprocal variations in the irradiance and irradiation time-period, for a representative set of bulk fill (BF) and non-BF resin composites. Methods Six BF and two non-BF resin-composites were selected. The unset pastes were inserted into white acetal molds (5mm id) with (n=6) depths (1, 2, 3, 4, 5 and 6mm). Three light curing units (LCUs) of increasing radiant emittance capability: 1200, 2000 and 3200mW/cm2 were used. Composite specimen groups (n=3, per depth, per LCU) were irradiated on the upper surface only. For each specific composite, the irradiation times for each LCU were reduced reciprocally, as the LCU irradiance increased, to deliver a constant energy density (J/cm2) to that composite. However, the required energy density for a given composite differed in accordance with each composite manufacturer recommendations. After storing for 24h at 37°C, light transmission measurements were made through each specimen and re-expressed as Apparent Absorbance (A′). Vickers hardness (HV) measurements (n=10) were made on both top and bottom surfaces, for each specimen, and HV versus “depth” profile plots created. From the top-surface data, a Depth-of-Cure parameter could be derived. Data were statistically evaluated for differences between top and bottom HV values and for other predefined variables of interest. Results Irradiation with the LCU of 1200mW/cm2 generally gave the highest HV/depth for most materials tested compared to the other curing lights with higher power output, regardless of top and bottom measurements (p<0.001). However, this difference was material-dependent. With one BF composite, 1200 and 2000mW/cm2 irradiance did not show a significant difference between top and bottom HV. Composites with higher translucency showed reduced differences in top/bottom HV than more opaque composites. Significance Reciprocity was found to be limited with most materials examined, such that irradiance periods of 10s, gave generally better HV outcomes than by using LCUs of superior radiant emittance while reciprocally reducing irradiance time to maintain constant dose of energy density.","Bulk fill, Resin composite, Irradiation regimes, Exposure duration, Reciprocity, Vickers hardness, Hardness depth profile"
