http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://www.w3.org/2004/02/skos/core#note,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,ALDULAIJAN2023403,"Al-Dulaijan, Yousif A.; Aljubran, Hussain M.; Alrayes, Nabras M.; Aldulaijan, Hajer A.; AlSharief, Mishali; Aljofi, Faisal E.; Ibrahim, Maria S.",Clinical outcomes of single full-coverage lithium disilicate restorations: A systematic review,The Saudi Dental Journal,35,5,403-422,2023,,https://www.sciencedirect.com/science/article/pii/S1013905223000949,"Introduction Lithium disilicate glass–ceramic (LDC) restorations exhibit microorganism infiltration, recurrent caries, pulpal lesions, periodontal inflammation, and cement exposure to the oral environment over time. All these factors lead to restoration failure. This systematic review aimed to investigate the clinical outcomes of LDC full-coverage crowns (FCC) in permanent teeth compared with those of other full-coverage restoration materials. Materials & Methods Search strategies were developed for four databases: Web of Science, OVID, PubMed, and Scopus. Data extraction and quality appraisals were performed by two independent reviewers. Data on the presence of caries, post-operative sensitivity, and periodontal changes were extracted from the included clinical studies. In addition to the outcome measures, data on the sample size, study groups, method of restoration fabrication, type of impression, and type of abutment were recorded. Results We retrieved 3989 records for the title and abstract screening. Of these, 19 clinical studies met the inclusion criteria. The overall quality of the included studies indicates a low risk of bias. Most studies reported no pulpal involvement, recurrent caries, or post-operative sensitivity and presented a favorable periodontal response after the cementation of LDC-FCC during different follow-up periods. Conclusion Based on the endodontic and periodontic clinical responses of natural tooth abutments and their supporting periodontium, LDC-FCC can be considered a clinically successful restorative option.","All-ceramic, Full-coverage crowns, Periodontal change, Post-operative sensitivity, Pulpal involvement, Recurrent caries"
7,STRAUSS2023104488,"Strauss, Philipp; Granado, Pablo; Muñoz, Josep Anton; Böhm, Katharina; Schuster, Ralf","The Northern Calcareous Alps revisited: Formation of a hyperextended margin and mantle exhumation in the Northern Calcareous Alps sector of the Neo-Tethys (Eastern Alps, Austria)",Earth-Science Reviews,243,,104488,2023,,https://www.sciencedirect.com/science/article/pii/S0012825223001770,"The Neo-Tethys margin evolution is preserved in the Northern Calcareous Alps (Eastern Alps), from Late Permian crustal stretching to Late Triassic oceanization. The Northern Calcareous Alps represent the salt-floored fold-and-thrust belt developed from the salt-influenced Triassic carbonate sedimentary cover of the ancestral European margin of the Neo-Tethys Ocean. A crustal scale model for the margin has been obtained by restoration of regional cross-sections of the Northern Calcareous Alps carbonate platforms. Lithospheric break-up was investigated from remnants of exhumed mantle found within an evaporitic melange, suggesting hyperextended crust underneath the distal Triassic platforms of the Northern Calcareous Alps preceding breakup. By modelling the thermal evolution of the margin in combination with excellent stratigraphic control, a detailed timeline has been established for the evolution of the Neo-Tethys margin, especially around the period of rapid mantle exhumation. Our study indicates that salt-floored carbonate shelfs can be used as a proxy to characterize the margins evolution, from crustal stretching to continental breakup. Diagnostic stratigraphic records are preserved in the carbonate platforms: pre- mantle exhumation carbonates are represented by aggrading isolated carbonate platforms first, followed by expanding and margin wide prograding carbonate shelfs once thermal subsidence dominates. In addition, a distinct clastic sequence is deposited as an immediate response to mantle exhumation, in between the pre- and post-mantle exhumation carbonate factory. Our study proposes a new refined model for the formation of the Neo-Tethys margin and provides new insights for the dynamic coupling of salt-controlled carbonate shelfs and the underlying lithosphere during continental breakup.","Rifted margin, Neo-Tethys, Fold-and-thrust belt, Salt tectonics, Balanced crosssection, Thermal modelling"
7,ZHOU2023109433,"Zhou, Guo-tao; Wang, Yi-lin; Qi, Tian-gui; Zhou, Qiu-sheng; Liu, Gui-hua; Peng, Zhi-hong; Li, Xiao-bin",Toward sustainable green alumina production: A critical review on process discharge reduction from gibbsitic bauxite and large-scale applications of red mud,Journal of Environmental Chemical Engineering,11,2,109433,2023,,https://www.sciencedirect.com/science/article/pii/S2213343723001720,"In 2021, global alumina production reached over 135 million tons and discharged approximately 200 million tons of red mud, leading to severe environmental safety hazards. More than 70% of raw materials originated from gibbsitic bauxite. This work reviews existing and potential process from open literature to treat gibbsitic bauxite and reduce red mud discharge from the alumina production process, which are divided into two categories. The first strategy involves non-Bayer methods such as smelting reduction, reduction roasting, sub-molten salt, ammonium sulfate roasting, acid leaching, and calcification–carbonation. The current obstacle to implementing these methods is the lack of economics, making industrial application challenging. The second potential industrial application strategy is to modify the current Bayer process, with critical measures involving the enhancement digestion of inert aluminum-bearing minerals, dissociation and recovery of iron minerals, and separation of desilication products. Analyzing the reaction mechanism and process flow clarify that the modified Bayer method is more favorable to the cost-effectively and synergistic extraction of aluminum, iron, and other elements. The red mud obtained by the modified Bayer process can be efficiently utilized. Therefore, a mini-summary of the areas where red mud is expected to be substantially dissipated (e.g., the steel industry, cement building materials, and ecological restoration of red mud stockpiles) is provided. The review can advance the current technology on the comprehensive utilization of gibbsitic bauxite, especially process discharge reduction approaches and large-scale abatement ways for red mud. Our results can contribute to the future development of sustainable green alumina production.","Gibbsitic bauxite, Bayer process, Process discharge reduction, Comprehensive utilization"
7,DEANDRADE2023100067,"de Andrade, Guilherme Schmitt; de Siqueira Ferreira Anzaloni Saavedra, Guilherme; Augusto, Marina Gullo; Leon, Génesis Alfonzo; Brandão, Hellen Cristina Budel; Tribst, João Paulo Mendes; de Oliveira {Dal Piva}, Amanda Maria",Post-endodontic restorative treatments and their mechanical behavior: A narrative review,Dentistry Review,3,1,100067,2023,,https://www.sciencedirect.com/science/article/pii/S2772559623000056,"Dental treatment after endodontic therapy is quite challenging in clinical practice. While multiple post-and-core systems emerged and disappeared in the dental field, the historical process was laborious and still requires several up to date scientific evidence. Furthermore, once considered the gold standard, rigid metallic post-and-cores might be considered a limited option. Moreover, the development of glass-fiber posts and the biomechanical principles for root preparation bring multiple advantages, but also raise concerns over guidelines and indications. This review examined the classic literature so that clinicians may understand the concepts behind post endodontic restorative treatments and the doubts that still remain in the daily practice before performing this restorative modality.","Endodontically treated teeth, Dental restoration failure, Post-and-core technique"
7,CHEN2023104424,"Chen, Sishi; Arola, Dwayne; Ricucci, Domenico; Bergeron, Brian E.; Branton, John A.; Gu, Li-sha; Tay, Franklin R.",Biomechanical perspectives on dentine cracks and fractures: Implications in their clinical management,Journal of Dentistry,130,,104424,2023,,https://www.sciencedirect.com/science/article/pii/S0300571223000167,"Objectives The present review discussed the biomechanical properties of cracks and fractures in crown and root dentine and attempted to explain why cracked teeth and vertical root fractures are so frequent despite the existence of multiple crack toughening mechanisms in dentine. The implications of this knowledge were used to justify how these defects are managed clinically. Data, Sources and Study selection Literature search was conducted on PubMed, Web of Science, and Scopus for a narrative review on fracture mechanics of crown and root dentine as well as the clinical management of cracked teeth and teeth with vertical root fracture. Conclusions Although dentine is tougher and less brittle than enamel, it's facture toughness is considerably lower than most ductile metals. Because the initiation toughness of dentine is very low, cracks initiate from incipient damage under low stress While crack toughening mechanisms exist that enable dentine to resist crack extension, these mechanisms are often inadequate for protecting dentine from crack propagation that ultimately leads to catastrophic failure. Additional factors such as ageing also reduces the resistance of dentine to crack growth. Because dentine cracks are eventually filled with bacteria biofilms upon exposure to oral fluids, they enable rapid bacteria ingress into the dental pulp via open dentinal tubules. To date, treatment options for cracked teeth are limited. While most teeth with vertical root fracture are recommended for extraction, new strategies have been reported that appeared to achieve short-term success in preserving these teeth. Clinical Significance Current strategies for the management for dentine cracks and fractures are limited and their long-term effectiveness remain uncertain. Understanding the characteristics, toughening mechanism and weakening factors of tooth cracks is helpful in designing better treatment.","Biomechanical, Crack, Fracture toughness, Management, Vertical root fracture"
7,AYRES2023,"Ayres, Gabriela; Parize, Hian; Mendonça, Lucas Moreira; Kubata, Beatriz Roque; Tirapelli, Camila",Is the digital workflow more efficient for manufacturing partial-coverage restorations? A systematic review,The Journal of Prosthetic Dentistry,,,,2023,,https://www.sciencedirect.com/science/article/pii/S0022391323005061,"Statement of problem A consensus on whether a fully digital workflow can replace conventional methods of manufacturing partial-coverage restorations is lacking. Purpose The purpose of this systematic review was to evaluate the accuracy, fit, and clinical outcomes of inlay, onlay, overlay, and endocrown restorations obtained with both digital and conventional workflows. Material and methods This study complied with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines and was registered in the International Prospective Register of Systematic Reviews database (CRD42021258696). Studies evaluating the accuracy, fit, and clinical outcomes of inlay, onlay, overlay, and endocrown restorations obtained with digital and conventional workflows were included from 5 databases searched in November 2022. The Checklist for Reporting Randomized Clinical Studies (ROB 2) and the Checklist for Reporting In vitro Studies (CRIS guidelines) were used to assess the risk of bias. Results Twenty-three studies were included in this review. Sixteen studies evaluated marginal and internal fit, 5 evaluated accuracy, 3 evaluated fracture resistance, and 1 evaluated long-term clinical performance. Although most studies reported acceptable clinical outcomes for both workflows, 11 studies showed better results with the conventional workflow, 10 with the digital workflow, and 2 reported that the outcomes of the workflows were similar. Conclusions Clinically acceptable values have been reported for the parameters evaluated in both digital and conventional workflows, and no consensus has been reached regarding the more efficient method.",
7,IBRAHIM2023130307,"Ibrahim, Mohammed; Alimi, Wasiu; Assaggaf, Rida; Salami, Babatunde Abiodun; Oladapo, Ewebajo Adeoluwa",An overview of factors influencing the properties of concrete incorporating construction and demolition wastes,Construction and Building Materials,367,,130307,2023,,https://www.sciencedirect.com/science/article/pii/S0950061823000181,"Utilization of recycled aggregate (RA) and recycled concrete powder (RCP) from the construction and demolition waste (CDW) has multiple advantages including; preservation of sources of natural aggregates, conserve acres of land currently being used as landfills and contribute towards sustainably built environment. Especially, partially replacing cement with RCP can contribute to decreasing the carbon footprint of construction industry. Globally, enormous efforts are being made to develop green binders by totally avoiding the usage of OPC in making cementitious materials such as alklai-activated binders (AAB), calcium sulfoaluminate cement and magnesium-based-cement. CDW is a promising material in synthesizing such kinds of cementitious materials including usage of RA. This comprehensive review presents the pros and cons of processing techniques of CDW for various usages in preparing concrete. An overview of factors influencing the properties of CDW-incorporated concrete has been presented in detail. The durability of concrete prepared with CDW products has been discussed. Treatment techniques of CDW to enhance the properties of CDW concrete are presented. Further, the potential of using RCP in developing green binders has been highlighted. Finally, based on the outcomes of the review, the potential of using CDW in future research has been comprehensively presented. The review demonstrates that there is a great potential for using CDW in the production of structural and non-structural concrete applications. Particularly, RCP can be beneficially used in developing value-added construction materials.","Construction and demolition waste, Recycled aggregate, Recycled concrete powder, Fresh and hardened properties, Alkali-activated binder, Durability"
7,BOSCHRUE202314,"Bosch-Rué, Èlia; Díez-Tercero, Leire; Buitrago, Jenifer Olmos; Castro, Emilio; Pérez, Roman A.",Angiogenic and immunomodulation role of ions for initial stages of bone tissue regeneration,Acta Biomaterialia,166,,14-41,2023,,https://www.sciencedirect.com/science/article/pii/S1742706123003264,"It is widely known that bone has intrinsic capacity to self-regenerate after injury. However, the physiological regeneration process can be impaired when there is an extensive damage. One of the main reasons is due to the inability to establish a new vascular network that ensures oxygen and nutrient diffusion, leading to a necrotic core and non-junction of bone. Initially, bone tissue engineering (BTE) emerged to use inert biomaterials to just fill bone defects, but it eventually evolved to mimic bone extracellular matrix and even stimulate bone physiological regeneration process. In this regard, the stimulation of osteogenesis has gained a lot of attention especially in the proper stimulation of angiogenesis, being critical to achieve a successful osteogenesis for bone regeneration. Besides, the immunomodulation of a pro-inflammatory environment towards an anti-inflammatory one upon scaffold implantation has been considered another key process for a proper tissue restoration. To stimulate these phases, growth factors and cytokines have been extensively used. Nonetheless, they present some drawbacks such as low stability and safety concerns. Alternatively, the use of inorganic ions has attracted higher attention due to their higher stability and therapeutic effects with low side effects. This review will first focus in giving fundamental aspects of initial bone regeneration phases, focusing mainly on inflammatory and angiogenic ones. Then, it will describe the role of different inorganic ions in modulating the immune response upon biomaterial implantation towards a restorative environment and their ability to stimulate angiogenic response for a proper scaffold vascularization and successful bone tissue restoration. Statement of significance The impairment of bone tissue regeneration when there is excessive damage has led to different tissue engineered strategies to promote bone healing. Significant importance has been given in the immunomodulation towards an anti-inflammatory environment together with proper angiogenesis stimulation in order to achieve successful bone regeneration rather than stimulating only the osteogenic differentiation. Ions have been considered potential candidates to stimulate these events due to their high stability and therapeutic effects with low side effects compared to growth factors. However, up to now, no review has been published assembling all this information together, describing individual effects of ions on immunomodulation and angiogenic stimulation, as well as their multifunctionality or synergistic effects when combined together.","Angiogenesis, Immunomodulation, Ions, Bone regeneration, Bone tissue engineering"
7,GUO2023175,"Guo, Jiaxin; Yao, Hao; Li, Xu; Chang, Liang; Wang, Zixuan; Zhu, Wangyong; Su, Yuxiong; Qin, Ling; Xu, Jiankun",Advanced Hydrogel systems for mandibular reconstruction,Bioactive Materials,21,,175-193,2023,,https://www.sciencedirect.com/science/article/pii/S2452199X22003310,"Mandibular defect becomes a prevalent maxillofacial disease resulting in mandibular dysfunctions and huge psychological burdens to the patients. Considering the routine presence of oral contaminations and aesthetic restoration of facial structures, the current clinical treatments are however limited, incapable to reconstruct the structural integrity and regeneration, spurring the need for cost-effective mandibular tissue engineering. Hydrogel systems possess great merit for mandibular reconstruction with precise involvement of cells and bioactive factors. In this review, current clinical treatments and distinct mode(s) of mandible formation and pathological resorption are summarized, followed by a review of hydrogel-related mandibular tissue engineering, and an update on the advanced fabrication of hydrogels with improved mechanical property, antibacterial ability, injectable form, and 3D bioprinted hydrogel constructs. The exploration of advanced hydrogel systems will lay down a solid foundation for a bright future with more biocompatible, effective, and personalized treatment in mandibular reconstruction.","Hydrogel, Mandibular defect, Tissue engineering, Injectable materials, Bone regeneration"
7,PARITALA2023132962,"Paritala, Spandana; Singaram, Kailash Kumar; Bathina, Indira; Khan, Mohd Ataullah; Jyosyula, Sri Kalyana Rama",Rheology and pumpability of mix suitable for extrusion-based concrete 3D printing – A review,Construction and Building Materials,402,,132962,2023,,https://www.sciencedirect.com/science/article/pii/S095006182302679X,"3D printing of concrete is a rapidly growing additive manufacturing technology, bringing advantages like freedom of geometry, formwork-free construction, reduced construction time, and wastage, contributing towards a sustainable built environment. The technology also has the potential to mimic bio-inspired material architectures with enhanced performance. Among the available additive manufacturing techniques, the scalability and the speed of construction motivate the adaptation of extrusion-based concrete 3D printing technology.For conventional concrete pumping, the rheologicalbehaviourand the mix design have been well established. However, for 3D printing, the pumpabilityof the mixwhich is governed by its rheology and the flow mechanism has to be viewed in conjunction with the extrudability, shape-retention, and buildability. This study provides a review of significant rheological properties, the effect of various material mixes, and printer configurations on the pumping of conventional as well as printable concrete, and a general comparison between them. The requirements of a pumpable concrete mix based on rheology and the optimal hardened properties for the 3D printing application are discussed. The significant rheological properties affecting the printability of concrete are plastic viscosity, static yield stress, thixotropy, and open time. A detailed review of various factors affecting the pumpability of a printable concrete mix is presented. The key constituents of a concrete mix affecting pumpability identified here are the type of binder(s), chemical admixture, the inclusion of nano-fillers, aggregate shape, size and grading, and aggregate-to-cement ratio. The range of yield stress and plastic viscosity are discussed for the 3D printable mixes. Recommendations are provided to improve the process and quality of 3D concrete printing. State-of-the-art applications and the potential of this technology to manufacture nature-inspired material architectures with superior toughness is highlighted.","Extrusion-based Printing, 3D Concrete Printing, Rheology, Pumpability, Additive manufacturing, Buildability, Printability, Sustainable"
7,FONTALIS2023121,"Fontalis, Andreas; Putzeys, Pierre; Plastow, Ricci; Giebaly, Dia Eldean; Kayani, Babar; Glod, Fabrice; Haddad, Fares S.",Functional Component Positioning in Total Hip Arthroplasty and the Role of Robotic-Arm Assistance in Addressing Spinopelvic Pathology,Orthopedic Clinics of North America,54,2,121-140,2023,Technological Advances,https://www.sciencedirect.com/science/article/pii/S0030589822001729,,"Robotic-arm assistance, Total hip arthroplasty, Spinal pathology, Spinopelvic stiffness, Functional component positioning, Functional anteversion, Virtual range of motion, Impingement"
7,ROBAYOSALAZAR2023104693,"Robayo-Salazar, Rafael; Mejía de Gutiérrez, Ruby; Villaquirán-Caicedo, Mónica A.; Delvasto Arjona, Silvio",3D printing with cementitious materials: Challenges and opportunities for the construction sector,Automation in Construction,146,,104693,2023,,https://www.sciencedirect.com/science/article/pii/S0926580522005635,"This review article includes a description of additive manufacturing from its advantages and opportunities for the construction sector, highlighting the definition of a design methodology for cementitious material mixes suitable for 3D printing and the properties required of them. Included among the materials analyzed are conventional ones based on Ordinary Portland Cement (OPC) and non-conventional ones, with alkali-activated materials (geopolymers) to the fore. In United States, Europe and Asia this technology has interesting construction projects, however, in Latin America, 3D printing is still in the experimental phase, so it can be considered as a technology that is in the process of being adopted. The results obtained in the development and research phase in different countries such as Mexico, Brazil, Chile, Colombia, Guatemala, Peru, among others, are promising and it is projected as an industrial reality in the near future. This paper presents the main challenges and opportunities in implementing additive manufacturing.","Additive manufacturing, 3D concrete printing, 3D printers, Building materials, Cementitious materials, Alkali-activated materials, Geopolymers"
7,KANAGARAJ2023132484,"Kanagaraj, Balamurali; Anand, N.; Samuvel Raj, R.; Lubloy, Eva","Techno-socio-economic aspects of Portland cement, Geopolymer, and Limestone Calcined Clay Cement (LC3) composite systems: A-State-of-Art-Review",Construction and Building Materials,398,,132484,2023,,https://www.sciencedirect.com/science/article/pii/S0950061823022006,"The demand for cement-based binder material increases due to the growth of infrastructural development. Cement consumption and concrete production have been found to impact sustainability the most. The current study proposes an outline for the sustainability assessment in terms of cost, carbon emission (CO2-e), and energy demand for concrete production. The assessment of Limestone Calcined Clay Cement (LC3) concrete is compared to conventional cement-based concrete (OPC) and Geopolymer concrete (GPC) in terms of mechanical strength and sustainable performance. The study examines the energy demand for producing OPC, GPC, and LC3 concrete of normal (M40) and high-strength (M70) concrete. The assessment shows that selecting concrete mix ingredients can substantially influence the energy demand and CO2-e of OPC, GPC, and LC3 concrete. Ordinary Portland Cement (OPC) is the major contributor to energy and CO2-e, accounting for 88% of energy requirement and 95% of the CO2-e of OPC concrete. In the case of GPC, the Alkaline medium is the major contributor to energy and CO2-e. Based on the sustainability index analysis, the LC3 system was a more cost-effective, energy-effective, and carbon-effective material than GPC and OPC-based concrete. The present study shows that compressive strength is directly related to cost, energy demand, and carbon emission. Furthermore, the analysis indicates how concrete mixture is adopted for particular concrete grades to achieve sustainability and eco-friendly practices.","Cement concrete, Geopolymer concrete, LC, Life-cycle assessment, Sustainability performance"
7,WEISE2023112062,"Weise, Kira; Ukrainczyk, Neven; Koenders, Eduardus","Pozzolanic Reactions of Metakaolin with Calcium Hydroxide: Review on Hydrate Phase Formations and Effect of Alkali Hydroxides, Carbonates and Sulfates",Materials & Design,231,,112062,2023,,https://www.sciencedirect.com/science/article/pii/S026412752300477X,"Metakaolin (MK) has emerged as a highly promising supplementary material in low carbon binders for the construction industry. In wide range of applications, from lime to cement–based materials, its hardening performance relies on the pozzolanic reactivity between MK and calcium hydroxide (CH), resulting in the formation of diverse calcium-aluminate/silicate hydrates. The reaction sequence is affected by specific conditions dictated by the binder system employed in various applications. To advance the design of binders that reduce the carbon emissions, a systematical review on MK-based reactions is crucial. This review encompasses a broad range of MK/CH ratios and examines the effect of alkali hydroxides, carbonates and sulfates. The focus is on the formation and stability of pozzolanic hydrate phases over time and under different curing temperatures. Additionally, the review addresses the characteristics that directly affect MK reactivity, such as the (calcined) clay structure and the dissolution of the reactants. The systematic findings shed light on the hydrate phase assemblage, enabling a better understanding of the reaction mechanisms in complex systems, like MK cementitious blends. The results of this review serve as a valuable foundation for the development of novel “low-carbon” binder designs and compositions for both cementitious and lime-based binders.","Metakaolin, Calcium hydroxide, Pozzolan, Phase transformation, Lime mortar, Supplementary cementitious materials (SCM)"
7,SANCHEZCASTRO2023e16692,"Sánchez-Castro, Iván; Molina, Lázaro; Prieto-Fernández, María-Ángeles; Segura, Ana","Past, present and future trends in the remediation of heavy-metal contaminated soil - Remediation techniques applied in real soil-contamination events",Heliyon,9,6,e16692,2023,,https://www.sciencedirect.com/science/article/pii/S2405844023038999,"Most worldwide policy frameworks, including the United Nations Sustainable Development Goals, highlight soil as a key non-renewable natural resource which should be rigorously preserved to achieve long-term global sustainability. Although some soil is naturally enriched with heavy metals (HMs), a series of anthropogenic activities are known to contribute to their redistribution, which may entail potentially harmful environmental and/or human health effects if certain concentrations are exceeded. If this occurs, the implementation of rehabilitation strategies is highly recommended. Although there are many publications dealing with the elimination of HMs using different methodologies, most of those works have been done in laboratories and there are not many comprehensive reviews about the results obtained under field conditions. Throughout this review, we examine the different methodologies that have been used in real scenarios and, based on representative case studies, we present the evolution and outcomes of the remediation strategies applied in real soil-contamination events where legacies of past metal mining activities or mine spills have posed a serious threat for soil conservation. So far, the best efficiencies at field-scale have been reported when using combined strategies such as physical containment and assisted-phytoremediation. We have also introduced the emerging problem of the heavy metal contamination of agricultural soils and the different strategies implemented to tackle this problem. Although remediation techniques used in real scenarios have not changed much in the last decades, there are also encouraging facts for the advances in this field. Thus, a growing number of mining companies publicise in their webpages their soil remediation strategies and efforts; moreover, the number of scientific publications about innovative highly-efficient and environmental-friendly methods is also increasing. In any case, better cooperation between scientists and other soil-related stakeholders is still required to improve remediation performance.","Heavy-metal, Soil, Remediation, Spills, Sustainability, (bio)mining"
7,SAHOO2023105943,"Sahoo, Narayan; Carvalho, Oscar; Özcan, Mutlu; Silva, Filipe; Souza, Júlio C. M.; Lasagni, Andrés-Fabian; Henriques, Bruno",Ultrashort pulse laser patterning of zirconia (3Y-TZP) for enhanced adhesion to resin-matrix cements used in dentistry: An integrative review,Journal of the Mechanical Behavior of Biomedical Materials,143,,105943,2023,,https://www.sciencedirect.com/science/article/pii/S1751616123002965,"Surface modification of yttria-stabilized tetragonal zirconia polycrystals (Y-TZP) using lasers for adhesion enhancement with resin-matrix cement has been increasingly explored. However, Y-TZP is chemically inert and non-reactive, demanding surface modification using alternative approaches to enhance its bond strength to resin-matrix cements. The main aim of this study was to conduct an integrative review on the influence of ultrashort pulse laser patterning of zirconia (3Y-TZP) for enhanced bonding to resin-matrix cements. An electronic search was performed on web of science, SCOPUS, Pubmed/Medline, Google Scholar and EMBASE using a combination of the following search items: zirconia, 3Y-TZP, surface modification, laser surface treatment, AND laser, ultrashortpulse laser, bonding, adhesion, and resin cement. Articles published in the English language, up to January 2022, were included regarding the influence of surface patterning on bond strength of Y-TZP to resin-matrix cements. Out of the 12 studies selected for the present review 10 studies assessed femtosecond lasers while 2 studies assessed picosecond lasers. Ultrashort pulsed laser surface patterning successfully produced different surface morphological aspects without damaging the bulk properties of zirconia. Contrarily, defects such as micro-cracks occurs after surface modification using traditional methods such as grit-blasting or long-pulsed laser patterning. Ultrashort pulsed laser surface patterning increase bond strength of zirconia to resin-matrix cements and therefore such alternative physical method should be considered in dentistry. Also, surface defects were avoided using ultrashort pulsed laser surface patterning, which become the major advantage when compared with traditional physical methods or long pulse laser patterning.","Zirconia (3Y-TZP), Laser, Ultrashort pulse laser patterning, Adhesion, Bond strength, Surface treatment"
7,SARAN2023e17457,"Saran, Runki; Ginjupalli, Kishore; George, Sajan D.; Chidangil, Santhosh; V K, Unnikrishnan",LASER as a tool for surface modification of dental biomaterials: A review,Heliyon,9,6,e17457,2023,,https://www.sciencedirect.com/science/article/pii/S2405844023046650,"In recent years, the application of lasers for modifying the surface topography of dental biomaterials has received increased attention. This review paper aims to provide an overview of the current status on the utilization of lasers as a potential tool for surface modification of dental biomaterials such as implants, ceramics, and other materials used for restorative purposes. A literature search was done for articles related to the use of lasers for surface modification of dental biomaterials in English language published between October 2000 and March 2023 in Scopus, Pubmed and web of science, and relevant articles were reviewed. Lasers have been mainly used for surface modification of implant materials (71%), especially titanium and its alloys, to promote osseointegration. In recent years, laser texturing has also emerged as a promising technique to reduce bacterial adhesion on titanium implant surfaces. Currently, lasers are being widely used for surface modifications to improve osseointegration and reduce peri-implant inflammation of ceramic implants and to enhance the retention of ceramic restorations to the tooth. The studies considered in this review seem to suggest laser texturing to be more proficient than the conventional methods of surface modification. Lasers can alter the surface characteristics of dental biomaterials by creating innovative surface patterns without significantly affecting their bulk properties. With advances in laser technology and availability of newer wavelengths and modes, laser as a tool for surface modification of dental biomaterials is a promising field, with excellent potential for future research.","Laser, Dental implant, Ceramics, Surface pattern, Surface topography, Osseointegration"
7,MOBARAK2023100470,"Mobarak, Md Hosne; Hossain, Nayem; Hossain, Amran; Mim, Juhi Jannat; Khan, Fardin; Rayhan, Md Thohid; Islam, Md Aminul; Chowdhury, Mohammad Asaduzzaman",Advances of graphene nanoparticles in dental implant applications – A review,Applied Surface Science Advances,18,,100470,2023,,https://www.sciencedirect.com/science/article/pii/S2666523923001046,"Nanoparticles have shown significant potential in dental implants as they have distinctive properties and potential benefits. They have distinct physicochemical features that differ from their bulk equivalents. These characteristics make nanoparticles highly appealing for application in commercial and medical research. The main objective of nanotechnology research and development is to advance overarching social goals, including enhancing human potential and pushing the limits of environmentally sound growth. Considering this, graphene nanoparticles are rapidly overtaking other nanostructures as the favoured option for contemporary biomedical applications. This paper reviews the significance of nanoparticles in various fields and critically examines the importance of graphene nanoparticles in dental implant applications. It also discusses techniques for graphene synthesization and characterization. Additionally, it featured multiple applications of graphene in dental implants along with the present difficulties and potential outcomes. Numerous potential applications in dentistry research exist for this highly adaptable nanotechnology. Due to its distinctive characteristics and possible advantages, graphene nanoparticles have demonstrated promise in dental implants.","Graphene, Dental implant, Nanoparticles, Plant extract, Biocompatibility, NPs, GO, Nanotechnology, Osseointegration"
