http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,JIA2023101072,"Jia, Zhaojun; Xu, Xiaoxue; Zhu, Donghui; Zheng, Yufeng","Design, printing, and engineering of regenerative biomaterials for personalized bone healthcare",Progress in Materials Science,134,,101072,2023,https://www.sciencedirect.com/science/article/pii/S007964252300004X,"Trauma- and disease-related skeletal defects and illnesses are plaguing millions of people especially in an ageing globe. Recently, the convergence of additive manufacturing (AM) and bone tissue engineering (BTE) has opened up an era of “Personalized Bone Healthcare”, wherein “design”, “printing”, and “engineering” inputs are judiciously orchestrated to yield custom 3D architected (bio)scaffolds, per relevant AM paradigms, to address biological/pathological complexities of host tissues. In this review, a systematic overview of fundamental theories, recent advances, and future trends in this domain is provided. It starts with a general introduction to BTE and AM, followed by emergent topics, including: (i) the design and choices of biomaterials or bioinks for AM paradigms including acellular 3D printing, 3D bioprinting, 4D (bio)printing, and hierarchical printing; (ii) the utilization of computational tools, design–property relationships, and emerging metamaterial strategies to afford predictive, bionic or smart scaffold geometries; and (iii) the engineering of AM systems, processes, and printed parts, by hardware modification, technology fusion, or material functionalization. The ultimate goal is to produce (bio)scaffolds with customized/biomimetic form (geometry, hierarchy, heterogeneity, cellular microenvironments, etc.) and function. Subsequently, the state‐of‐the‐art orthopedic applications are summarized, covering interweaved frontiers of therapy and repair/regeneration. The convergence of AM and BTE as well as clinical translation are also discussed. Finally, current challenges and foreseeable opportunities are outlined to foster future growth. This panoramic review could provide helpful guidance for the design, development, and adoption of AM-based biomaterials for next-generation bone healthcare.","Additive manufacturing, 3D printing/4D printing, Bone tissue engineering, Biomimetic scaffolds, Orthopedic biomaterials, Individualized medicine"
7,BARAKAT2023100488,"Barakat, Muna; Syed, Nabeel Kashan; Hasen, Eliza; Abdulrazzaq, Shaymaa B.; Thiab, Samar; Al-Najjar, Mohammad A. A.; Omar, Amin; Lucy, Tanzima Tarannum; Or-Rashid, A. N. M. Mamun; Yagi, Masayuki; Yonei, Yoshikazu",The effect of natural products on inflammatory cytokines production and secretion,Phytomedicine Plus,3,4,100488,2023,https://www.sciencedirect.com/science/article/pii/S2667031323000842,"Background The human body is regulated by the controlled production and secretion of thousands of chemicals, including polypeptides called cytokines. Cytokines play crucial roles in the immune system reaction following tissue injury and/or body invasion by infectious or non-infectious bodies. They are classified as pro and anti-inflammatory cytokines depending on many factors such as structure and function. Some cytokines mediate inflammatory reactions and contribute to several diseases, such as Rheumatoid arthritis. Very few effective treatment strategies exist to tackle these inflammatory diseases and the available strategies for treatment are also associated with several severe side effects. Although we are in the scientific innovations and medical advancements era, natural compounds are still competing with modern artificial drugs and performing well to effectively treat many diseases without causing side effects. The main purpose of this review is to discuss the effect of some natural compounds on inflammatory cytokine production and elaborate their mode of action further based on already available and recently published literature. Methods We have reviewed a selected number of natural compounds (Echinacea, Curcumin, Genistein, Eugenol, 6-Gingerol, Thymoquinone, Allicin, Quercetin, Emodin and Parthenolide) that have shown pronounced effects on cytokine production and secretion in several physiological conditions. Findings and Conclusion Immune cells produce multiple pro-inflammatory and anti-inflammatory cytokines that could be regulated accurately and effectively by using some natural compounds that can block the intracellular machinery and thus reduce cytokine production and secretion. This offers an intriguing background for grasping how these products conduct their activity at a cellular level and sheds light on other natural products to examine efficiency in the same aspect.","Cytokines, Inflammation, Natural compounds, Cytokine trafficking"
7,ZHENG2023263,"Zheng, Kai; Bai, Jiaxiang; Yang, Huilin; Xu, Yaozeng; Pan, Guoqing; Wang, Huaiyu; Geng, Dechun",Nanomaterial-assisted theranosis of bone diseases,Bioactive Materials,24,,263-312,2023,https://www.sciencedirect.com/science/article/pii/S2452199X22005035,"Bone-related diseases refer to a group of skeletal disorders that are characterized by bone and cartilage destruction. Conventional approaches can regulate bone homeostasis to a certain extent. However, these therapies are still associated with some undesirable problems. Fortunately, recent advances in nanomaterials have provided unprecedented opportunities for diagnosis and therapy of bone-related diseases. This review provides a comprehensive and up-to-date overview of current advanced theranostic nanomaterials in bone-related diseases. First, the potential utility of nanomaterials for biological imaging and biomarker detection is illustrated. Second, nanomaterials serve as therapeutic delivery platforms with special functions for bone homeostasis regulation and cellular modulation are highlighted. Finally, perspectives in this field are offered, including current key bottlenecks and future directions, which may be helpful for exploiting nanomaterials with novel properties and unique functions. This review will provide scientific guidance to enhance the development of advanced nanomaterials for the diagnosis and therapy of bone-related diseases.","Nanomaterials, Delivery, Diagnosis, Therapy, Bone-related diseases"
7,AGNIHOTRI2023299,"Agnihotri, Suyash; Kaur, Jasleen; Masand, Priya; Anurag; Parihar, Vipan Kumar; Sharma, Alok",Vitamins strategies for psoriasis: An update on current scientific evidence,Journal of Holistic Integrative Pharmacy,4,4,299-309,2023,https://www.sciencedirect.com/science/article/pii/S2707368824000050,"Psoriasis is an aggressive chronic skin disorder that requires various therapies such as topical, oral, and occasionally, subcutaneous, or intravenous. In contrast, vitamins have more significant evidence in alteration to first-line therapies in the treatment of psoriasis. Vitamins such as fat-soluble and water-soluble supplements act as a secondary treatment that is given to reduce possible adverse effects from systematic medication, increase patient compliance, and consider affordable treatment costs. Here, the comparative study was conducted based on the data search from Pub Med, Google Scholar, Willy Library, etc., for both fat and water-soluble vitamins in psoriasis treatment first time. The present review summarizes the role of fat-soluble vitamins (A, D, E) and water-soluble vitamins (B2, B6, B12, and C) based therapies in psoriasis treatment and result highlights the efficiency of oral supplementation of vitamins in psoriasis and systematic inflammation. Further, clinical studies along with in-vitro and in vivo based investigations have been compiled in this review, which shows that vitamins effectively can manage psoriasis. Additionally, the present review consists of chemical identification of both fat and water-soluble vitamins by High Performance Liquid Chromatography. The role of vitamins therapies in psoriasis management is promising and can be further to give in new horizon for improving the treatment efficacy. This review could provide an insight into vitamins emerging therapy in the treatments of psoriasis.","Psoriasis, Vitamins therapy, Targeted mechanism, Clinical study, Chromatographic analysis"
7,PESODE2023e00318,"Pesode, Pralhad; Barve, Shivprakash",Additive manufacturing of magnesium alloys and its biocompatibility,Bioprinting,36,,e00318,2023,https://www.sciencedirect.com/science/article/pii/S2405886623000611,"A new class of alloys called magnesium-based alloys has the unique property of being biodegradable inside the humans and animals. In addition to being biodegradable, Mg-based alloys are suitable materials for creating medical implants for utilization in orthopaedic and traumatology therapies due to their inherent biocompatibility and bone-like density. Due to the combination of bioimplant design and manufacturing techniques appropriate to particular applications, additive manufacturing (AM) and three-dimensional (3D) printing now offer a potential production approach. Magnesium (Mg) use in biomedical field is rising year by year due to rising needs in the biomedical sector. In this biomedical field, additive manufacturing (AM) gives you the freedom to create components with complicated shapes and good dimensional stability. Additionally, it opens up a new opportunity for using unique component architectures, expanding the uses for magnesium alloy. The numerous AM techniques utilised to create biomedical implants from magnesium-based alloys were rigorously examined in current study, along with the materials, microscopic structure, mechanical characteristics, biocompatibility, biodegradability and antibacterial properties. It was observed that powder bed fusion (PBF) is a very good method for manufacturing magnesium implants as topology can be carefully controlled in powder bed fusion process. It was observed that selective laser melting process offer more functionality than selective laser sintering process because Mg is completely melted and penetrated deeply during selective laser melting process. Selective laser melting has advantages such as smaller grains, a homogenous phase distribution, an improved solid solution rapid solidification and considerable cooling rates. In this article the difficulties and problems associated with AM methods were recognised from the viewpoints of bioimplant design, characteristics, and applications. Critical exploration is also done on the difficulties and potential of AM of magnesium alloys.","Magnesium alloy, Additive manufacturing (AM), Biocompatibility, Biomaterial, Biodegradable"
7,ANWER2023102955,"Anwer, Abdul Hakeem; Ahtesham, Afreen; Shoeb, Mohd; Mashkoor, Fouzia; Ansari, Mohd Zahid; Zhu, Shushuai; Jeong, Changyoon",State-of-the-art advances in nanocomposite and bio-nanocomposite polymeric materials: A comprehensive review,Advances in Colloid and Interface Science,318,,102955,2023,https://www.sciencedirect.com/science/article/pii/S0001868623001227,"The modern eco-friendly materials used in research and innovation today consist of nanocomposites and bio-nanocomposite polymers. Their unique composite properties make them suitable for various industrial, medicinal, and energy applications. Bio-nanocomposite polymers are made of biopolymer matrices that have nanofillers dispersed throughout them. There are several types of fillers that can be added to polymers to enhance their quality, such as cellulose-based fillers, clay nanomaterials, carbon black, talc, carbon quantum dots, and many others. Biopolymer-based nanocomposites are considered a superior alternative to traditional materials as they reduce reliance on fossil fuels and promote the use of renewable resources. This review covers the current state-of-the-art in nanocomposite and bio-nanocomposite materials, focusing on ways to improve their features and the various applications they can be used for. The review article also investigates the utilization of diverse nanocomposites as a viable approach for developing bio-nanocomposites. It delves into the underlying principles that govern the synthesis of these materials and explores their prospective applications in the biomedical field, food packaging, sensing (Immunosensors), and energy storage devices. Lastly, the review discusses the future outlook and current challenges of these materials, with a focus on sustainability.","Biopolymer, Nanocomposites, Biomedical"
7,AGARWAL2023125669,"Agarwal, Tarun; Chiesa, Irene; Costantini, Marco; Lopamarda, Anna; Tirelli, Maria Celeste; Borra, Om Prakash; Varshapally, Subhash Venkata Sai; Kumar, Yanamadala Ashwin Vijay; Koteswara Reddy, G.; De Maria, Carmelo; Zhang, Lijie Grace; Maiti, Tapas Kumar",Chitosan and its derivatives in 3D/4D (bio) printing for tissue engineering and drug delivery applications,International Journal of Biological Macromolecules,246,,125669,2023,https://www.sciencedirect.com/science/article/pii/S0141813023025631,"Tissue engineering research has undergone to a revolutionary improvement, thanks to technological advancements, such as the introduction of bioprinting technologies. The ability to develop suitable customized biomaterial inks/bioinks, with excellent printability and ability to promote cell proliferation and function, has a deep impact on such improvements. In this context, printing inks based on chitosan and its derivatives have been instrumental. Thus, the current review aims at providing a comprehensive overview on chitosan-based materials as suitable inks for 3D/4D (bio)printing and their applicability in creating advanced drug delivery platforms and tissue engineered constructs. Furthermore, relevant strategies to improve the mechanical and biological performances of this biomaterial are also highlighted.","Chitosan, Bioinks, 3D/4D printing, Tissue engineering, Drug delivery"
7,BANIISSA2023e20993,"Bani Issa, Mohammad Saleh",Factors of stability and sustainable development in Jordan in its first centenary 1921–2021 (an analytical descriptive study),Heliyon,9,11,e20993,2023,https://www.sciencedirect.com/science/article/pii/S2405844023082014,"The study aims to discover the variables that have contributed to the stability of Jordan's political system, despite the barriers and conditions that the Jordanian state has faced for more than a century in the world's tensest region. It began with a hypothesis: there is a link between Jordan's stability and the legitimacy of the regime, which is founded on voluntary consent between the leadership and the people, as well as loyalty to the leadership, belonging to the homeland, the rule of law, and respect for the constitution. The study represented Jordan's stability features, stages of development, and current position on the world's political map in the first century. The study's scientific and practical significance lies in clarifying Jordan's nature and the growth, progress, and prosperity that this country is experiencing at all levels, despite the challenges it faced during the centennial; and in assisting researchers, scholars, politicians, and decision-makers in similar countries to Jordan in determining how to benefit from Jordan's experience as a role model. The study used historical, descriptive-analytical, systems analytical, and decision-making methodologies to answer the study's questions and examine its premise. It concluded that the ruling regime's religious, historical, and political legitimacy, as well as its relationship with the Hashemites, the nature of Jordanian society, as well as the rule of law and institutions, national unity, and the strong mutual relationship between the leadership and the people, all contributed to Jordan's century-long process of political stability and development.","Jordan, Stability, Sustainable, Regime, Legitimacy, National unity, Belonging and loyalty"
7,ZHANG2023101933,"Zhang, Hongliang; Guo, Zhiguang",Recent advances in self-healing superhydrophobic coatings,Nano Today,51,,101933,2023,https://www.sciencedirect.com/science/article/pii/S1748013223001822,"Due to special surface wettability, biomimetic superhydrophobic materials have received a lot of attention. Nevertheless, its short useful life hinders widespread application. To fabricate long-life superhydrophobic coatings, researchers have optimized material selection and preparation techniques. On this basis, endowing the superhydrophobic coating with self-healing characteristics will further extend its useful life. This paper reviews the recent progress in current research on self-healing superhydrophobic coatings. We mainly describe the mechanism and classification of self-healing superhydrophobic coating. Given the common problems of self-healing superhydrophobic coatings, such as the healing efficiency, healing times, and healing universality, the existing solutions are summarized and the views are put forward. Then the applications of self-healing superhydrophobic coatings are summarized. Finally, the prospects of self-healing superhydrophobic coatings prospect.",", , , , "
7,RAI2023104058,"Rai, Vineet Kumar; Saha, Ivy; Alam, Mahboob; Nishchaya, Kumar; Ghosh, Goutam; Rath, Goutam","Microneedle arrays for cutaneous and transcutaneous drug delivery, disease diagnosis, and cosmetic aid",Journal of Drug Delivery Science and Technology,79,,104058,2023,https://www.sciencedirect.com/science/article/pii/S1773224722009698,"The human skin passively transports small drug molecules through it. Sometimes, barriers are disrupted to deliver larger molecules for local and systemic effects. However, low dose requirements, restricted penetration of hydrophilic and high molecular weight drugs, and the necessity of specialised fabrication technologies forced scientists to develop novel means of immense utility. The cutaneous and transcutaneous applications of microneedles (MNs) have been investigated well. The patches, rollers, and devices are the active area of investigation in chemotherapy, dermatology, metabolic, and neuro-disorders. The process of skin pre-treatment, disease diagnosis, and molecular imaging have become simplified as MNs showed immense utility in near-infrared imaging, blood and interstitial fluid collection, and glucose, triglyceride, and mineral monitoring in a time-dependent manner. This article highlights the year-wise trends and the recent advancements of MNs with particular emphasis on their fabrication technologies, preferred types, and fabricating materials with their biocompatibility, drug delivery, i.e., most preferably chemotherapy, vaccination, anesthetisation, dermal and immunological disorders, diagnosis, and cosmetic uses along with the clinical pertinence. The market potential, safety concerns, regulatory aspects, and future opportunities are deliberately highlighted, along with the vast applicability of MNs in translating concepts to the clinics.","Microneedle, Drug delivery, Cosmetology, Disease diagnosis, Imaging, Microneedling"
7,JAMAL2023101754,"Jamal, Rahima; Messaoudene, Meriem; de Figuieredo, Marina; Routy, Bertrand",Future indications and clinical management for fecal microbiota transplantation (FMT) in immuno-oncology,Seminars in Immunology,67,,101754,2023,https://www.sciencedirect.com/science/article/pii/S1044532323000453,"The gut microbiota has rapidly emerged as one of the “hallmarks of cancers” and a key contributor to cancer immunotherapy. Metagenomics profiling has established the link between microbiota compositions and immune checkpoint inhibitors response and toxicity, while murine experiments demonstrating the synergistic benefits of microbiota modification with immune checkpoint inhibitors (ICIs) pave a clear path for translation. Fecal microbiota transplantation (FMT) is one of the most effective treatments for patients with Clostridioides difficile, but its utility in other disease contexts has been limited. Nonetheless, promising data from the first trials combining FMT with ICIs have provided strong clinical rationale to pursue this strategy as a novel therapeutic avenue. In addition to the safety considerations surrounding new and emerging pathogens potentially transmissible by FMT, several other challenges must be overcome in order to validate the use of FMT as a therapeutic option in oncology. In this review, we will explore how the lessons learned from FMT in other specialties will help shape the design and development of FMT in the immuno-oncology arena.","Fecal microbiota transplantation, Gut microbiota, Immune checkpoint inhibitors, Cancer, Immuno-oncology"
7,SARAGA2023165744,"Saraga, Dikaia Ε.; Querol, Xavier; Duarte, Regina M. B. O.; Aquilina, Noel J.; Canha, Nuno; Alvarez, Elena Gómez; Jovasevic-Stojanovic, Milena; Bekö, Gabriel; Byčenkienė, Steigvilė; Kovacevic, Renata; Plauškaitė, Kristina; Carslaw, Nicola",Source apportionment for indoor air pollution: Current challenges and future directions,Science of The Total Environment,900,,165744,2023,https://www.sciencedirect.com/science/article/pii/S004896972304367X,"Source apportionment (SA) for indoor air pollution is challenging due to the multiplicity and high variability of indoor sources, the complex physical and chemical processes that act as primary sources, sinks and sources of precursors that lead to secondary formation, and the interconnection with the outdoor environment. While the major indoor sources have been recognized, there is still a need for understanding the contribution of indoor versus outdoor-generated pollutants penetrating indoors, and how SA is influenced by the complex processes that occur in indoor environments. This paper reviews our current understanding of SA, through reviewing information on the SA techniques used, the targeted pollutants that have been studied to date, and their source apportionment, along with limitations or knowledge gaps in this research field. The majority (78 %) of SA studies to date focused on PM chemical composition/size distribution, with fewer studies covering organic compounds such as ketones, carbonyls and aldehydes. Regarding the SA method used, the majority of studies have used Positive Matrix Factorization (31 %), Principal Component Analysis (26 %) and Chemical Mass Balance (7 %) receptor models. The indoor PM sources identified to date include building materials and furniture emissions, indoor combustion-related sources, cooking-related sources, resuspension, cleaning and consumer products emissions, secondary-generated pollutants indoors and other products and activity-related emissions. The outdoor environment contribution to the measured pollutant indoors varies considerably (<10 %- 90 %) among the studies. Future challenges for this research area include the need for optimization of indoor air quality monitoring and data selection as well as the incorporation of physical and chemical processes in indoor air into source apportionment methodology.","Indoor air quality, Pollutants, Source apportionment, Receptor models"
7,ANISHA2023101457,"Anisha, Grace Sathyanesan; Augustianath, Tessy; Padmakumari, Savitha; Singhania, Reeta Rani; Pandey, Ashok; Patel, Anil Kumar","Ulvan from green macroalgae: Bioactive properties advancing tissue engineering, drug delivery systems, food industry, agriculture and water treatment",Bioresource Technology Reports,22,,101457,2023,https://www.sciencedirect.com/science/article/pii/S2589014X23001287,"The past decades have witnessed an increased interest in the valorisation of marine biomass for the development of valuable biomaterials. Marine macroalgae have been recognized for their nutritional and health benefits since they produce a myriad of bioactive compounds. Ulvan from green macroalgae demonstrates versatile biological actions that are beneficial for developing biomaterials for tissue engineering, wound dressing and drug delivery applications. The key advantageous features of ulvan in the treatment of neurodegenerative diseases, hepatic and renal diseases and cancer are its antioxidant and immunomodulatory actions. The antiviral and antibacterial action of ulvan is of paramount importance in the scenario of emerging viral and bacterial diseases. The bioactive potentials of ulvan can also be harnessed in aquaculture, agriculture and water treatment systems. In view of the bioactive properties and applications of ulvan, innovative research is still warranted to utilize its potentials to the maximum for the benefit of mankind.","Ulvan, Anti-cancer, Tissue engineering, Active food packaging, Biopesticide, Wastewater treatment"
7,ZHAO2023100717,"Zhao, Chaoqian; Shu, Chaoqin; Yu, Jiangming; Zhu, Yufang",Metal-organic frameworks functionalized biomaterials for promoting bone repair,Materials Today Bio,21,,100717,2023,https://www.sciencedirect.com/science/article/pii/S2590006423001771,"Bone defects induced by bone trauma, tumors and osteoarthritis greatly affect the life quality and health of patients. The biomaterials with numerous advantages are becoming the most preferred options for repairing bone defects and treating orthopedic diseases. However, their repairing effects remains unsatisfactory, especially in bone defects suffering from tumor, inflammation, and/or bacterial infection. There are several strategies to functionalize biomaterials, but a more general and efficient method is essential for accomplishing the functionalization of biomaterials. Possessing high specific surface, high porosity, controlled degradability and variable composition, metal-organic frameworks (MOFs) materials are inherently advantageous for functionalizing biomaterials, with tremendous improvements having been achieved. This review summarizes recent progresses in MOFs functionalized biomaterials for promoting bone repair and therapeutic effects. In specific, by utilizing various properties of diverse MOFs materials, integrated MOFs functionalized biomaterials achieve enhanced bone regeneration, antibacterial, anti-inflammatory and anti-tumor functions. Finally, the summary and prospects of on the development of MOFs-functionalized biomaterials for promoting bone repair were discussed.","Biomaterials, Metal-organic frameworks, Bone repair, Functionalization"
7,JATBALOCH2023103266,"Jat Baloch, Muhammad Yousuf; Zhang, Wenjing; Sultana, Tahira; Akram, Muhammad; Shoumik, Baig Abdullah Al; Khan, Md. Zulfikar; Farooq, Muhammad Ansar",Utilization of sewage sludge to manage saline–alkali soil and increase crop production: Is it safe or not?,Environmental Technology & Innovation,32,,103266,2023,https://www.sciencedirect.com/science/article/pii/S2352186423002626,"Saline–alkali soil has become a significant problem for global agriculture and food security as these soils have poor physicochemical conditions and reduce crop production by causing a wide range of physiological and biochemical changes in plants. More than 800 million hectares (Mha) of land throughout the world are affected by saline–alkali soil, which accounts for 6% of the world total land area, and about 62 Mha or 20% of the world’s irrigated land is affected by saline–alkali​ soil. Numerous studies on saline–alkali soils have been conducted throughout the years in an attempt to reduce plant productivity losses. Utilizing sewage sludge (SS) is an efficient way to improve saline–alkali soil and its physiochemical properties for plant productivity and improve soil’s health and crop yield. However, the in-depth mechanisms for the utilization of sewage sludge, their nutrient levels, toxic and harmful substances such as heavy metals, pathogenic microorganisms, antibiotics, and resistant genes that affect crop yield, groundwater quality, and ecological risks are still uncertain. This review enhances the awareness and knowledge to explore the sustainable mode of SS utilization in saline–alkali soil for the crop growth with crop rhizosphere effect, saline–alkali soil micro-ecology, carbon and nitrogen cycle enhancement. The potential future perspectives and research limitations for the utilization of SS for the crop production in saline–alkali​ soil are also discussed in review article.","Saline–alkali soil, Sewage sludge, Crop productivity, Risk factors, Risk assessment"
7,SUJITHA2023138915,"Sujitha, P.; Shanthi, C.",Importance of enzyme specificity and stability for the application of proteases in greener industrial processing- a review,Journal of Cleaner Production,425,,138915,2023,https://www.sciencedirect.com/science/article/pii/S0959652623030731,"Industries are in great need for process-apt proteases due to environmental concerns. But the major bottlenecks in the use of enzymes in industrial processes are their lack of specificity for a particular application on one hand and their insufficient stability on the other. Moreover, the high diversity and complexity of proteases create new challenges on the analytical front necessitating the utilization of distinct techniques. This review paper attempts to provide a comprehensive perspective on the significance of protease specificity and stability with respect to various industrial contexts. An overview of the relevant progressive experimental characterization approaches along with predictive computational tools to profile protease specificity and stability with illustrative examples has also been attempted. Furthermore, it explores the efforts on the utilization of enzyme engineering and immobilization techniques to optimize the performance of industrial proteases based on specific process demands with case studies. Finally, the specific areas warranting attention in their enzyme production sector and the utilization of various technical domains in enzyme technology have been highlighted. Thorough characterization of protease specificity and stability is crucial for designing and optimizing industrial process-apt proteases; resulting in improved product quality with enhanced functionality and process efficiency with reduced waste generation and better energy efficiency. Such improved proteases would enable the targeted industries in greening their production methods in a sustainable manner. Concisely, the review highlights the underexplored perspectives of protease specificity and stability in industrial contexts and thereby addressing the gaps in existing literature as well.","Microbial proteases, Enzyme engineering, Specificity profiling, Enzyme stability, Immobilization, Thermodynamics"
7,ELHADAD2023100760,"Elhadad, Amir A.; Rosa-Sainz, Ana; Cañete, Raquel; Peralta, Estela; Begines, Belén; Balbuena, Mario; Alcudia, Ana; Torres, Y.",Applications and multidisciplinary perspective on 3D printing techniques: Recent developments and future trends,Materials Science and Engineering: R: Reports,156,,100760,2023,https://www.sciencedirect.com/science/article/pii/S0927796X23000463,"In industries as diverse as automotive, aerospace, medical, energy, construction, electronics, and food, the engineering technology known as 3D printing or additive manufacturing facilitates the fabrication of rapid prototypes and the delivery of customized parts. This article explores recent advancements and emerging trends in 3D printing from a novel multidisciplinary perspective. It also provides a clear overview of the various 3D printing techniques used for producing parts and components in three dimensions. The application of these techniques in bioprinting and an up-to-date comprehensive review of their positive and negative aspects are covered, as well as the variety of materials used, with an emphasis on composites, hybrids, and smart materials. This article also provides an updated overview of 4D bioprinting technology, including biomaterial functions, bioprinting materials, and a targeted approach to various tissue engineering and regenerative medicine (TERM) applications. As a foundation for anticipated developments for TERM applications that could be useful for their successful usage in clinical settings, this article also examines present challenges and obstacles in 4D bioprinting technology. Finally, the article also outlines future regulations that will assist researchers in the manufacture of complex products and in the exploration of potential solutions to technological issues.","Additive manufacturing, 3D/4D printing, Smart materials, Bioprinting, Tissue regeneration"
7,BILIBANA2023100080,"Bilibana, Mawethu Pascoe",Electrochemical properties of MXenes and applications,Advanced Sensor and Energy Materials,2,4,100080,2023,https://www.sciencedirect.com/science/article/pii/S2773045X23000353,"MXenes, a two-dimensional transition metal carbide, nitride, and carbonitride family, have received a lot of interest in recent years due to their unique properties and diverse applications. This review presents a comprehensive analysis of the applications and electrochemical characteristics of MXenes, providing a nuanced viewpoint on their potential impact in various fields. MXenes have a large surface area, high electrical conductivity, and variable surface chemistry, making them appealing candidates for energy storage, catalysis, sensing, and electronic device applications. The electrochemical characteristics of MXenes are fully investigated, including charge storage capacity and ion diffusion kinetics, highlighting their usefulness for supercapacitors, lithium-ion batteries, and other energy storage devices. Furthermore, this study digs into the interactions of MXenes with various electrolytes, offering insight into the obstacles and potential related to their practical application. The review also discusses the strategies employed to modify MXene properties and enhance their performance in surface chemistries across various energy storage devices and bio/sensor and clarify the correlations between their electrochemical properties and the required functions. Ultimately, this work provides a comprehensive outlook on the current state of MXene research, emphasizing the potentially transformative role of these materials in advancing technology across various domains.","Mxene, Elctrochemical, Biosensor, Aptasensor, Battery, MXene-based energy storage"
7,BAEI2023120650,"Baei, Payam; Daemi, Hamed; Aramesh, Fatemeh; Baharvand, Hossein; Eslaminejad, Mohamadreza Baghaban",Advances in mechanically robust and biomimetic polysaccharide-based constructs for cartilage tissue engineering,Carbohydrate Polymers,308,,120650,2023,https://www.sciencedirect.com/science/article/pii/S0144861723001145,"The purpose of cartilage tissue engineering is to provide artificial constructs with biological functions and mechanical features that resemble native tissue to improve tissue regeneration. Biochemical characteristics of the cartilage extracellular matrix (ECM) microenvironment provide a platform for researchers to develop biomimetic materials for optimal tissue repair. Due to the structural similarity of polysaccharides into physicochemical characteristics of cartilage ECM, these natural polymers capture special attention for developing biomimetic materials. The mechanical properties of constructs play a crucial influence in load-bearing cartilage tissues. Moreover, the addition of appropriate bioactive molecules to these constructs can promote chondrogenesis. Here, we discuss polysaccharide-based constructs that can be used to create substitutes for cartilage regeneration. We intend to focus on newly developed bioinspired materials, fine-tuning the mechanical properties of constructs, the design of carriers loaded by chondroinductive agents, and development of appropriate bioinks as a bioprinting approach for cartilage regeneration.","Polysaccharides, Bioinspired materials, Chondroinductive factors, Mechanical properties, Bioprinting, Cartilage tissue engineering"
7,FENG2023101968,"Feng, Xujun; Hu, Yanxia; Cao, Lingling; Liu, Liangle","Artificial trachea design, construction, and application: Materials, cells, and growth factors",Applied Materials Today,35,,101968,2023,https://www.sciencedirect.com/science/article/pii/S235294072300238X,"Tracheal stenosis has been a challenging issue for medical practitioners; however, tissue engineering technology has promoted the development of tissue-engineered trachea (TET) for tracheal replacement therapy. Seed cells, scaffold materials, and bioactive factors are required to construct a TET. The optimal combination of these components is necessary to construct TETs with good mechanical strength, histocompatibility, and functionalization that promote tracheal transplantation and reconstruction of airway function. This review critically evaluates the advancements in tracheal tissue engineering concerning the progression and practical utilization of biomaterials in TET construction. First, we outline the history of tracheal tissue engineering development. Second, we comprehensively review the materials used to prepare TETs, focusing on newly emerging biomaterials. Finally, we present our views on the applications of novel materials and prospective avenues for further investigation in tracheal tissue engineering. This review promotes the inter-disciplinary exchange of ideas across clinical medicine, tissue engineering technology, and biomaterials.","Tissue-engineered trachea, Scaffold, Biomaterials, Bioactive factors, Stem cells"
7,DALFABBRO2023333,"Dal-Fabbro, Renan; Swanson, W. Benton; Capalbo, Leticia C.; Sasaki, Hajime; Bottino, Marco C.",Next-generation biomaterials for dental pulp tissue immunomodulation,Dental Materials,39,4,333-349,2023,https://www.sciencedirect.com/science/article/pii/S0109564123000647,"Objectives The current standard for treating irreversibly damaged dental pulp is root canal therapy, which involves complete removal and debridement of the pulp space and filling with an inert biomaterial. A regenerative approach to treating diseased dental pulp may allow for complete healing of the native tooth structure and enhance the long-term outcome of once-necrotic teeth. The aim of this paper is, therefore, to highlight the current state of dental pulp tissue engineering and immunomodulatory biomaterials properties, identifying exciting opportunities for their synergy in developing next-generation biomaterials-driven technologies. Methods An overview of the inflammatory process focusing on immune responses of the dental pulp, followed by periapical and periodontal tissue inflammation are elaborated. Then, the most recent advances in treating infection-induced inflammatory oral diseases, focusing on biocompatible materials with immunomodulatory properties are discussed. Of note, we highlight some of the most used modifications in biomaterials’ surface, or content/drug incorporation focused on immunomodulation based on an extensive literature search over the last decade. Results We provide the readers with a critical summary of recent advances in immunomodulation related to pulpal, periapical, and periodontal diseases while bringing light to tissue engineering strategies focusing on healing and regenerating multiple tissue types. Significance Significant advances have been made in developing biomaterials that take advantage of the host’s immune system to guide a specific regenerative outcome. Biomaterials that efficiently and predictably modulate cells in the dental pulp complex hold significant clinical promise for improving standards of care compared to endodontic root canal therapy.","Biomaterials, Dental pulp, Immunomodulation, Regeneration, Tissue engineering, Tissue scaffolds"
