http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,DASILVAMEIRELLESDORIAMAIA20211325,"da Silva Meirelles Dória Maia, Juliana Nunes; Portela, Maristela Barbosa; Sanchez Candela, Dalber Ruben; de Almeida Neves, Aline; Noronha-Filho, Jaime Dutra; de Oliveira Mendes, Amanda; Barros, Mariana Araújo; Moreira da Silva, Eduardo",Fabrication and characterization of remineralizing dental composites containing calcium type pre-reacted glass-ionomer (PRG-Ca) fillers,Dental Materials,37,9,1325-1336,2021,https://www.sciencedirect.com/science/article/pii/S0109564121001561,"Objective To fabricate and characterize dental composites with calcium type pre-reacted glass-ionomer (PRG-Ca) fillers. Methods PRG-Ca fillers were prepared by the reaction of calcium fluoroaluminosilicate glass with polyacrylic acid. Seven dental composites were produced from the same organic matrix (70/30wt% Bis-GMA/TEGDMA), with partial replacement of barium borosilicate (BaBSi) fillers (60wt%) by PRG-Ca fillers (wt%): E0 (0) – control, E1 (10), E2 (20), E3 (30), E4 (40), E5 (50) and E6 (60). Enamel remineralization was evaluated in caries-like enamel lesions induced by S. mutans biofilm using micro-CT. The following properties were characterized: degree of conversion (DC%), roughness (Ra), Knoop hardness (KHN), flexural strength (FS), flexural modulus (FM), water sorption (Wsp), water solubility (Wsl), and translucency (TP). Data were analyzed to one-way ANOVA and Tukey’s HSD test (α=0.05). Results All composites with PRG-Ca induced enamel remineralization. E0 and E1 presented similar and highest DC% than E2=E3=E4=E5=E6. Ra and KHN were not influenced by PRG-Ca fillers (p<0.05). The higher the content of PRG-Ca, the lower FS, FM and TP (p<0.05). Wsp increased linearly with the content of PRG-Ca fillers (p<0.05). E6 presented the highest Wsl (p<0.05), while the Wsl of the other composites were not different from each other (p>0.05). Significance Incorporation of 10–40wt.% of PRG-Ca fillers endowed remineralizing potential to dental composites without jeopardizing the overall behavior of their physicochemical properties. Dental composites with PRG-Ca fillers seems to be a good alternative for reinforcing the enamel against caries development.","Dental composite, Pre-reacted glass-ionomer fillers, Enamel remineralization, Physicomechanical properties"
7,TISKAYA20191757,"Tiskaya, Melissa; Al-eesa, N. A.; Wong, F. S. L.; Hill, R. G.",Characterization of the bioactivity of two commercial composites,Dental Materials,35,12,1757-1768,2019,https://www.sciencedirect.com/science/article/pii/S0109564119308772,"The aim of this study was to characterize the ion release, pH changes and apatite formation ability of two potentially bioactive composites Cention N (CN) and Activa (ACT). Ion release and apatite formation was investigated in three different immersion media: Tris buffer pH 7.3 (TB), Artificial Saliva pH 4 (AS4) and Artificial Saliva pH 7 (AS7) in order to mimic the conditions present in the mouth. Fluoride release was followed using an ion selective electrode, whilst all other ions were determined by inductively coupled plasma optical emission spectroscopy. Apatite formation was followed by FTIR and XRD. SEM was used to follow glass degradation and apatite formation on both polished cross-sections and surfaces of the composites. ACT released very few ions including fluoride upon immersion in TB and AS7, but released more ions including significant quantities of Al in AS4. This would suggest the glasses in ACT are acid degradable fluoro-alumino-silicate glasses similar to the glasses used in glass ionomer cements. There was no evidence of any apatite formation with ACT. CN released more ions in TB and AS7 than ACT and formed an apatite like phase in AS7. The calcium fluoro-silicate glass in CN was observed to degrade significantly in AS4. CN has bioactive properties that may explain the low incidence of secondary caries found clinically with this composite.","Composite resin, Ion release, Fluoride, Bioactive"
7,ALTARAZI20231122,"Altarazi, Ahmed; Haider, Julfikar; Alhotan, Abdulaziz; Silikas, Nick; Devlin, Hugh",3D printed denture base material: The effect of incorporating TiO2 nanoparticles and artificial ageing on the physical and mechanical properties,Dental Materials,39,12,1122-1136,2023,https://www.sciencedirect.com/science/article/pii/S0109564123004086,"Objectives To evaluate the physical and mechanical properties of three-dimensional (3D) printed denture base resin incorporating TiO2 nanoparticles (NPs), subjected to a physical ageing process. Methods Acrylic denture base samples were prepared by a Stereolithography (SLA) 3D printing technique reinforced with different concentrations (0.10, 0.25, 0.50, and 0.75) of silanated TiO2 NPs. The resulting nanocomposite materials were characterized in terms of degree of conversion (DC), and sorption/solubility flexural strength, impact strength, Vickers hardness and Martens hardness and compared with unmodified resin and conventional heat-cured (HC) material. The nanocomposites were reassessed after subjecting them to ageing in artificial saliva. A fractured surface was studied under a scanning electron microscope (SEM). Results The addition of TiO2 NPs into 3D-printed resin significantly improved flexural strength/modulus, impact strength, Vickers hardness, and DC, while also slightly enhancing Martens hardness compared to the unmodified resin. Sorption values did not show any improvements, while solubility was reduced significantly. The addition of 0.10 wt% NPs provided the highest performance amongst the other concentrations, and 0.75 wt% NPs showed the lowest. Although ageing degraded the materials’ performance to a certain extent, the trends remained the same. SEM images showed a homogenous distribution of the NPs at lower concentrations (0.10 and 0.25 wt%) but revealed agglomeration of the NPs with the higher concentrations (0.50 and 0.75 wt%). Significance The outcomes of this study suggested that the incorporation of TiO2 NPs (0.10 wt%) into 3D-printed denture base material showed superior performance compared to the unmodified 3D-printed resin even after ageing in artificial saliva. The nanocomposite has the potential to extend service life of denture bases in future clinical use.","3D printed resin, Titanium dioxide, Nanoparticles, Nanocomposite, Stereolithography (SLA), Additive manufacturing, Denture base, Martens hardness"
7,ALAMOUSH20201214,"Alamoush, Rasha A.; Kushnerev, Evgeny; Yates, Julian M.; Satterthwaite, Julian D.; Silikas, Nick",Response of two gingival cell lines to CAD/CAM composite blocks,Dental Materials,36,9,1214-1225,2020,https://www.sciencedirect.com/science/article/pii/S0109564120301676,"Objective This study aimed to investigate the influence of CAD/CAM composite materials on human gingival fibroblasts (HGF) and gingival keratinocytes (HGK). Methods Four materials were investigated: two resin-composite blocks (RCB), Grandio Blocs (GR) and Block HC (HC); one polymer-infiltrated ceramic network (PICN) (Enamic, EN); and one conventional resin-composite, Grandioso (GND). HGF and HGK were cultured as per the supplier’s protocol (ATCC, UK). Cell proliferation and cytotoxicity were evaluated at 1, 3, 5 and 10 days using LDH and Alamar Blue assays. Indirect immunostaining was used to assess the Caspase-3 activity. Data were analysed via two-way ANOVA, one-way ANOVA and Tukey’s post hoc test (α = 0.05 for all tests). Results There was significant difference in cell proliferation of the HGK and HGF cells in contact with different composite materials but no significant differences in their cytotoxicity. There was a significant effect on cell proliferation and cytotoxicity with different exposure times, for each type of resin-composite. HGF cell proliferation was higher than HGK with almost all investigated materials and at all time points. No Caspase-3 activity was detected in either cell lines. Significance HGK proliferation and cytotoxicity appeared to be more influenced by composite materials compared to HGF, demonstrating EN cytotoxic effects in HGK. Different manufacturing techniques of resin-composites (photo curing versus heat/pressure curing) had no significant effect on their biocompatibility.","Biocompatibility, Polymer-infiltrated ceramic network, Resin-composite blocks, Cell viability, Cytotoxicity"
7,SHAH2021578,"Shah, Parag K.; Stansbury, Jeffrey W.",Photopolymerization shrinkage-stress reduction in polymer-based dental restoratives by surface modification of fillers,Dental Materials,37,4,578-587,2021,https://www.sciencedirect.com/science/article/pii/S0109564121000336,"Objectives This research explores the use of polymer brushes for surface treatment of fillers used in polymer-based dental restoratives with focus on shrinkage stress reduction. The influence of interfacial reactive groups on shrinkage stress is explored. Methods Oligomers of varying lengths and with varying number of reactive groups along the length were synthesized by modifying commercial oligomers. Surface of silica fillers (OX50) was treated with methylaminopropyltrimethoxysilane and this was further reacted with the synthesized oligomers to obtain a series of polymer brushes on the surface. Fillers modified with γ-methacryloxypropyltrimethoxysilane were used as a control. Filler surface treatment was confirmed using diffuse reflectance spectroscopy and thermogravimetric analysis. Fillers were added at 30 wt % to a resin made of BisGMA/TEGDMA and polymerization kinetics, shrinkage stress, volumetric shrinkage, flexural strength and modulus, viscosity were measured. Results Composites with polymer brush functionalized fillers showed up to a 30 % reduction in shrinkage stress as compared to the control, with no reduction in flexural strength and modulus. Shrinkage stress reduced with increasing length of the polymer brush and increased with increase in number of reactive groups along the length of the polymer brush. Significance The interface between inorganic fillers and an organic polymer matrix has been utilized to reduce shrinkage stress in a composite with no compromise in mechanical properties. This study gives insights into the stress development mechanism at the interface.","Shrinkage stress, Shrinkage, Conversion, Photopolymerization, Filler, Surface modification, Polymer brush, Mechanical properties, Dental restorative, Silanes, Interface, Interphase"
7,LOPES20231032,"Lopes, Mateus Werklehr Paganotto; Borba, Márcia; Bortoluzzi, Andrei; Zanatta, Matheus; Bervian, Juliane; Collares, Kaue Farias",Fatigue and marginal adaptation of bulk fill restoratives: Effect of the layering technique and cavity dimension of extensively damaged teeth,Dental Materials,39,11,1032-1039,2023,https://www.sciencedirect.com/science/article/pii/S0109564123003950,"Objectives To evaluate the effect of layering technique and cavity dimension on the fatigue behavior and marginal adaptation of bulk fill (BF) restorations in extensively damaged teeth. Methods Seventy-two premolars received class II cavities (MOD) followed by endodontic treatment. Half sample had 1/3 of their palatal cusp removed. Teeth were restored using three techniques: (I) incremental, with conventional resin composite (RC); (C) combined, using BF flow and RC, (B) bulk fill, with regular BF. Specimens were subjected to fatigue (80 N, 2 Hz, 37° C water) for 1 million cycles (n = 12). The test was interrupted every 250,000 cycles to evaluate tooth integrity, restoration fracture and adaptation using FDI criteria. Images of the proximal surfaces were obtained before and after the cycling to measure the gap. Restoration fatigue survival and success were analyzed using Weibull distribution and Maximum Likelihood Estimation. Gap thickness was analyzed with Kruskal-Wallis and Student-Newman-Keuls tests (α = 0.05). Results For the survival analysis, Weibull modulus (β) and characteristic lifetime (η) were similar among groups. Yet, for the success analysis, in which only restorations that were free of technical complications were ranked as success, the bulk-fill technique resulted in higher β, while the combined technique produced restorations with higher η, for teeth that had their cusp removed. C-technique also resulted in smaller gaps than I and B. Significance The effect of the layering technique on the success of restorations was dependent on the cavity extension. The combined technique favors the adaptation and the longevity of extensively damaged teeth.","Permanent dental restoration, Resin composite, Endodontics, Fatigue"
7,ALHARBI2022935,"Alharbi, Nada; Teerakanok, Supontep; Satterthwaite, Julian D.; Giordano, Russel; Silikas, Nick",Quantitative nano-mechanical mapping AFM-based method for elastic modulus and surface roughness measurements of model polymer infiltrated ceramics,Dental Materials,38,6,935-945,2022,https://www.sciencedirect.com/science/article/pii/S0109564122000665,"Objectives The aim of this in vitro investigation was to assess and compare surface characteristics and nanomechanics of model polymer infiltrated ceramic network (PICN) materials compared to CAD/CAM resin composite blocks. Material and methods Four model PICN materials sintered at different temperatures (Exp.125, Exp.130, Exp.135 and Exp.155) were investigated along with three CAD/CAM resin composites; Lava Ultimate (LU), Cerasmart (CS) and Grandio Bloc (GB), and one commercial PICN block - Vita Enamic (VE). Forty samples were prepared with dimensions of 14 × 12 × 2 mm for resin ceramic and VE blocks and 15 × 2 mm discs for model PICN materials. All samples were scanned using atomic force microscopy (AFM) (n = 3) at multiple locations and two different scan sizes (20 ×20 µm and 3 ×3 µm). Surface optical gloss (n = 5) at 60° was also determined for all the groups. Data were analysed using one-way ANOVA, and Tukey’s post hoc test (α = 0.05). Results Resin composite blocks showed smoother surfaces compared to the PICN materials. The average surface roughness values (Ra) ranged from 7.75 nm to 31.21 nm and the gloss value ranged from 56.43 GU to 91.81 GU. The highest surface roughness value was found for Exp.125 (31.21 nm) while LU showed the lowest roughness value (7.75 nm) (the difference being statistically significant: p = 0.001). Variation was noticed in terms of nanomechanical mapping within and between the groups. Images generated from the elastic modulus map values clearly indicated that all PICN materials had more than one phase and very different components. Conclusions CAD/CAM resin composite blocks exhibited higher gloss and lower roughness values compared to PICN materials. However, both the commercial and model PICN materials showed more stiffness than resin composite with the presence of at least two different phases. Sintering temperature appears to have a significant effect on material topography and nanomechanical properties. The model PICN sintered at 1550 °C showed a comparable range of elastic modulus values to those of enamel.","Polymer-infiltrated, Alumina, CAD/CAM, Resin composites, Elastic modulus, Atomic force microscopy"
7,KARCZEWSKI2021508,"Karczewski, Ashley; Kalagi, Sara; Viana, Ítallo Emídio Lira; Martins, Victor Mota; Duarte, Simone; Gregory, Richard L.; P. Youngblood, Jeffrey; Platt, Jeffrey A.; Feitosa, Sabrina",Resin-based dental materials containing 3-aminopropyltriethoxysilane modified halloysite-clay nanotubes for extended drug delivery,Dental Materials,37,3,508-515,2021,https://www.sciencedirect.com/science/article/pii/S0109564121000063,"Objective To synthesize and characterize a novel resin-based dental material containing 3-aminopropyltriethoxysilane (APTES) surface-modified halloysite-clay nanotubes (HNTs) for long-term delivery of guest molecules. Methods The optimal concentrations of HNT (10, 15, 20 wt.%) and silane (0, 2, 4 vol.%sil) to be incorporated into the resin-based materials were determined (15 wt.%HNT, 4 vol.%sil) after assessment of the mechanical properties (DC%, degree of conversion; FS, flexural strength; FM, flexural modulus; and UTS, ultimate tensile strength). The HNTsil-powder was loaded with chlorhexidine (CHX) to evaluate the effect of the silanization on drug release. Resin-discs were prepared for the following groups: RES (resin), HNT (resin+15 wt.%HNT), HNTsil (resin+15 wt.%HNT silanized), HNT-CHX (resin+15 wt.%HNT loaded with chlorhexidine), HNTsil-CHX (resin+15 wt.%HNTsil-CHX), and 0.2 vol.%CHX (resin+0.2 vol.%CHX solution). Specimens were stored in water for 1, 3, 5, 10, and 15 days at 37 °C. Aliquots from each time point and the final 15-day specimens were evaluated for the zone of inhibition (ZOI) against Streptococcus mutans. CHX release was analyzed using spectrophotometry at absorbance of 300 nm. Data were statistically analyzed (α = 0.05). Results All materials presented similar DC%. Reduced FS but increased FM was detected for 20 wt.%HNT–4%APTES. Groups with 15 wt.% and 20 wt.%HNT with/without APTES presented higher values of UTS. Agar diffusion data indicates that the HNTsil-CHX had a greater ZOI than all other groups over 15 days. HNTsil-CHX had the highest absorbance for day 1 but presented similar values to other groups every time point after. Significance Silanization of nanotubes followed by encapsulation of chlorhexidine is a promising technique for long-term delivery of guest molecules.","Chlorhexidine, Inhibition zone, Nanotubes, Resin-based materials, Silanization"
7,JUNG20221140,"Jung, Sascha Niklas; Rüttermann, Stefan",Influence of mechanical and chemical pre-treatments on the repair of a hybrid ceramic,Dental Materials,38,7,1140-1148,2022,https://www.sciencedirect.com/science/article/pii/S0109564122001488,"Objectives This study aimed to investigate the influence of the respective mechanical and chemical pre-treatments on the composite repair of a CAD/CAM hybrid ceramic using a microtensile bond strength test (μTBS). Methods 15 CAD/CAM Blocks of Vita Enamic (VE) were randomly sectioned into three mechanical pre-treatments: (1.) Diamond bur (D), (2.) Airborne abrasion (A), (3.) Tribochemical silica coating (T) and subsequently five chemical pre-treatments: (1.) Clearfil SE Bond Bond (B; negative control), (2.) ESPE Sil (S), (3.) Clearfil Ceramic Primer Plus (CPP), (4.) Clearfil Repair (CR) and (5.) Scotchbond Universal (SCB). Per block, n = 20 specimens were sawn. Half of the specimens were randomly selected and subjected to an immediate bond strength test, while the other half was subjected to artificial aging for 6 months 180 days at 37 °C and subsequent thermocycling of 5000 cycles. A μTBS was performed and data (MPa) were compared in one-way and two-way ANOVA and Tukey's HSD. Paired-t-test was used for artificial aging (α = 0.05). Debonded specimens were analyzed of for failure modes with a stereomicroscope (SEM). Results The results of one-way ANOVA for the fifteen fastening procedures after aging indicated significant differences according to SCB-A and CPP-T. Two-way ANOVA after aging observed inferior bond strength for SCB. No differences were observed for mechanical pre-treatments. Artificial aging showed a significant reduction in bond strength on most of the fastening procedures. Significance SCB showed the lowest bond strength values besides B, S, CPP, and CR. MDP and silane are both suitable for the repair of VE.","Ceramics, Composite resins, Tensile strength, Computer-aided design, Materials testing, Silanes, Dental restoration failure, Dental restoration repair"
7,SMITH202313,"Smith, Lucy; Ali, Mustafa; Agrissais, Manon; Mulligan, Steven; Koh, Lenny; Martin, Nicolas",A comparative life cycle assessment of dental restorative materials,Dental Materials,39,1,13-24,2023,https://www.sciencedirect.com/science/article/pii/S0109564122003141,"Objectives Different types of direct-placement dental materials are used for the restoration of structure, function and aesthetics of teeth. The aim of this research investigation is to determine, through a comparative cradle-to-gate life cycle assessment, the environmental impacts of three direct-placement dental restorative materials (DRMs) and their associated packaging. Methods Three direct-placement dental materials; dental amalgam, resin-based composite (RBC) and glass polyalkenoate cements (GIC) are assessed using primary data from a manufacturer (SDI Limited, Australia). The functional unit consisted of ‘one dental restoration’ of each restorative system under investigation: 1.14 g of dental amalgam; 0.25 g of RBC (plus the adhesive = 0.10 g); and 0.54 g of GIC. The system boundary per restoration included the raw materials and their associated packaging materials for each DRM together with the processing steps for both the materials and packaging. The environmental impacts were assessed using an Egalitarian approach under the ReCiPe method using Umberto software and the Ecoinvent database. Nine different impact categories were used to compare the environmental performance of these materials. Results Dental amalgam had the highest impact across most of the categories, but RBC had the highest Global Warming Potential. The highest sources of the environmental impacts for each restorative material were: Amalgam, derived from material use; RBC, derived from energy use in processing material and packaging material; GIC, derived from material and energy use for packaging. Significance Less intensive energy sources or more sustainable packaging materials can potentially reduce the impacts associated with RBC and GIC thus making them suitable alternatives to dental amalgam.","Environmental impacts, LCA, Dental amalgam, Dental composite, Glass ionomer cement, Dental materials, Sustainability"
7,LASKE20191506,"Laske, Mark; Opdam, Niek J. M.; Bronkhorst, Ewald M.; Braspenning, Jozé C. C.; Huysmans, Marie Charlotte D. N. J. M.","The differences between three performance measures on dental restorations, clinical success, survival and failure: A matter of perspective",Dental Materials,35,10,1506-1513,2019,https://www.sciencedirect.com/science/article/pii/S0109564119306864,"Objectives The aim of this retrospective methodology study was to investigate the influence of using different definitions for restoration failure and inclusion criteria on restoration longevity expressed in AFR. Methods EPF from fifteen general dental practices were used for collecting the data for this study. From the EPF, 321,749 composite restorations placed in 52,245 patients by forty-seven GDPs between January 2000 and December 2011 were included. Kaplan–Meier statistics were applied and mean AFRs over 2, 5 and 10 years were calculated. The effect on the AFR of using different levels of failure: based on Claims data (CD), Success (SUC), Survival (SUR) and different inclusion criteria of tooth/restoration variables were reported. Results Highest AFRs were found for level CD, in which every intervention was considered as failure, and the lowest AFRs for level SUR in which repairs and an endodontic treatments were not considered as a failure. AFRs increased when the observation period prolonged especially for SUR, followed by SUC and CD. An overview of long-term survival studies showed a wide variation in study design, performed clinical examination (USPHS criteria or GDP), number of restorations included, description of restoration failure and found AFRs for CD, SUC and SUR. Significance Using failure criteria, Success and Survival, in future clinical studies would enable a better comparison of studies as well as demonstrate the impact of more conservative restorative intervention protocols on patient care.","Performance measure, Dental restoration, Survival, Success, Failure, Composite resin"
7,KESSLER20191805,"Kessler, Andreas; Reymus, Marcel; Hickel, Reinhard; Kunzelmann, Karl-Heinz",Three-body wear of 3D printed temporary materials,Dental Materials,35,12,1805-1812,2019,https://www.sciencedirect.com/science/article/pii/S0109564119308784,"Objective The aim of this study was to investigate the three-body wear of different additively manufactured temporary materials, one temporary PMMA material for CAD/CAM milling and one resin-based composite for direct restorations as a control group by using an ACTA machine. Methods Specimens (n=8) of the 3D printing materials 3Delta temp, NextDent C&B, Freeprint temp were additively manufactured by DLP 3D printer. Postprocessing was carried out according to the manufacturer's specifications. Telio CAD were cut out of blocks, Tetric EvoCeram was applied directly and light cured. Three-body wear was simulated with an ACTA machine. Data were statistically analysed (ANOVA, post hoc test: Tukey, p<0.05). The worn surfaces of the specimens were examined with a FE-SEM. Results The average mean wear was 50±15μm for Tetric EvoCeram<62±4μm for 3Delta temp<236±31μm for Telio CAD<255±13μm for NextDent C&B<257±24μm for Freeprint temp. After 200,000 cycles, the wear and wear rates for Tetric EvoCeram and 3Delta temp were significantly lower than those for the other materials. SEM revealed that 3Delta temp has a higher filler proportion than the other 3D printing materials but less than Tetric EvoCeram. Significance The filler content influences the wear behaviour of additively manufactured materials as well as dental restorative composite materials. While most 3D printing materials have a low inorganic filler load, which qualifies the materials for temporary use only, one 3D printing material has an optimized composition that would qualify the material for longer clinical service time if wear is considered as the outcome variable.","3D printing, Additive manufacturing, Temporary dental materials, Wear"
7,WANG20191095,"Wang, Rong; Liu, Hang; Wang, Yong","Different depth-related polymerization kinetics of dual-cure, bulk-fill composites",Dental Materials,35,8,1095-1103,2019,https://www.sciencedirect.com/science/article/pii/S0109564118313186,"Objective The aim of this study was to evaluate the polymerization kinetics qualitatively and quantitatively for dual-cure bulk-fill composites in comparison with light-cure bulk-fill and traditional incremental composites at two clinically relevant depths. Methods Five commercial dental composites were evaluated, including three dual-cure bulk-fill composites (BulkEZ, HyperFIL and Injectafil), one light-cure bulk-fill composite Filtek Bulk Fill Flowable (FBF) and one traditional incremental composite Filtek Z250 (Z250) as controls. Specimens were prepared in two different depths (0.5 mm and 5 mm) for 20 s light irradiation. Self-cure was also evaluated for the three dual-cure composites. The polymerization kinetics were measured continuously in real-time for at least 10 min using a Fourier-transform infrared spectroscopy (FTIR) with an attenuated total reflectance (ATR) accessory. The experimental kinetic data were fitted using two mathematical models — a sigmoidal function and a superposition of two exponential functions characterizing the gel phase and glass phase. The degree of conversion (DC) and the rate of polymerization were calculated for all test conditions. Results Both experimental FTIR measurements and mathematical modeling revealed distinct depth-related polymerization kinetics for BulkEZ compared to the other two dual-cure composites. Specifically, BulkEZ exhibited moderately-paced polymerization kinetics at both depths while HyperFIL and Injectafil exhibited faster polymerization at 0.5 mm and slower polymerization at 5 mm. The bulk-fill FBF and incremental Z250 exhibited relatively fast polymerization at both depths, a characteristic for light-cure. The DC values at the two depths were not significantly different for BulkEZ, but significantly higher at 0.5 mm than at 5 mm for the other four composites (α = 0.05). Significance Polymerization kinetics and their depth variation for dual-cure bulk-fill composites are material dependent. The distinct depth-related polymerization kinetics revealed for BulkEZ compared to other composites may affect their contraction stress and clinical performance.","Polymerization kinetics, Degree of conversion, Rate of polymerization, FTIR spectroscopy, Dental composites, Bulk-fill, Light-cure, Dual-cure"
7,CHERCHALI20201161,"Cherchali, Fatima Zohra; Attik, Nina; Mouzali, Mohamed; Tommasino, Jean Bernard; Abouelleil, Hazem; Decoret, Dominique; Seux, Dominique; Grosgogeat, Brigitte",Structural stability of DHMAI antibacterial dental composite following in vitro biological aging,Dental Materials,36,9,1161-1169,2020,https://www.sciencedirect.com/science/article/pii/S0109564120301445,"Objective To assess the impact of the quaternary ammonium antibacterial agent, Dimethyl-Hexadecyl-Methacryloxyethyl-Ammonium Iodide (DHMAI), on structural stability of an experimental resin composite after biological aging. Methods Experimental resin composites containing 7.5% of DHMAI were incubated in a biological medium in the presence of a Streptococcus Mutans (SM) strain during 3 months. The physicochemical, mechanical, and thermal properties, before and after 3 months of aging, were evaluated using: Degree of Conversion (DC), Residual Functions (RF), Vitreous Transition (Tg), Thermal Expansion Coefficient (CTE) and thermal degradation using Fourier Transform Infrared Spectroscopy Analysis (FTIRATR), Differential Scanning Calorimetry (DSC), Thermo Mechanical analyses (TMA) and Thermo Gravimetric Analysis (TG). Results Incorporation of DHAMI increased DC and decreased RF. After aging, DHMAI decreased and slowed RF release. Incorporation of 7.5% DHAMI provided significant modification of the thermal behavior (Tg and thermal degradation) but did not affect CTE. After aging, DHMAI enhanced the structural stability and improved resistance against biodegradation compared to the control composite. Significance The development of an antibacterial dental composite based on DHMAI improved its physical, mechanical, and thermal behaviors, possibly enhancing dental composite longevity. Results suggest that DHMAI could be used in the composition of other bioactive dental materials.","Dental composite, Quaternary ammonium salt, DHMAI, Streptoc occus mutans, In vitro biological aging, Thermal properties, Biodegradation protection"
7,AATI20221921,"Aati, Sultan; Chauhan, Amandeep; Shrestha, Barsha; Rajan, Sheetal Maria; Aati, Hanan; Fawzy, Amr",Development of 3D printed dental resin nanocomposite with graphene nanoplatelets enhanced mechanical properties and induced drug-free antimicrobial activity,Dental Materials,38,12,1921-1933,2022,https://www.sciencedirect.com/science/article/pii/S0109564122002858,"Objectives Oral prosthetic rehabilitation has been used for a long time to restore function and natural appearance; however, it is still one of the most challenging areas in dentistry due to its technical fabrication process and biological behavior. Considering the advantages of additive manufacturing technology, this study introduced the feasibility of developing a 3D printed resin-based composition modified with graphene nanoplatelets (GNPs) to improve properties. Methods Acrylate-based resin was impregnated with different concentrations of GNPs (0.0–0.25 wt%), and then different aspects such as mechanical, physical, biological and antimicrobial were analyzed to evaluate the effectiveness. TEM and SEM were used to characterize GNPs and their existence within the resin. Surface topography and roughness were evaluated using AFM. The degree of conversion and composition were confirmed by FTIR. Mechanical properties were detected using bending strength, microhardness and nanoindentation. Biocompatibility and antimicrobial activities were assessed with oral fibroblast and Candida albicans (C. albicans), respectively. In addition, most of the measurements were performed repeatedly after 3 months of storage in artificial saliva to evaluate performance. Results GNPs improved strength significantly at low concentrations ≤ 0.05 wt%, while the addition up to 0.25 wt% enhanced printed nanocomposite hardness and elasticity. The modification did not induce a toxic response, as its biocompatibility was within the recommended range of biomedical devices. Antimicrobial activity was of prominence, as GNPs showed an outstanding route of reducing C. albicans activity associated with filler proportion. Significance The embedment of GNPs in 3D printed resin can become a key material for customized applications that require high antimicrobial, stiffness and strength properties.","3D printed resin, Graphene nanoplatelets, Additive manufacturing, Mechanical strength, Cytotoxicity, Antimicrobial activity"
7,SADR2020527,"Sadr, Alireza; Bakhtiari, Behnoush; Hayashi, Juri; Luong, Minh N.; Chen, Yen-Wei; Chyz, Grant; Chan, Daniel; Tagami, Junji",Effects of fiber reinforcement on adaptation and bond strength of a bulk-fill composite in deep preparations,Dental Materials,36,4,527-534,2020,https://www.sciencedirect.com/science/article/pii/S0109564120300075,"Objective This study investigated the effect of plasma-treated leno weaved ultra-high-molecular-weight polyethylene fiber placement on gap formation and microtensile bond strength (MTBS) of a bulk-fill composite in deep cavity. Methods Resin composite molds (3 mm width, 4 mm depth) were treated with Clearfil SE Bond 2 and restored with 3 techniques : (1) Surefil SDR flow (SDR) placed in bulk (BLK), (2) SDR placed in two unequal increments (INC) and (3) SDR placed after an increment of SDR placed with wetted polyethylene fiber (Ribbond Ultra) at the cavity floor (FRC). As a control, the cavities were bulk-filled with SDR and no bonding agent (n = 12). All the specimens were subjected to real-time and 3D imaging by SS-OCT (1330 nm) to calculate the total volume of gap formed (mm3) at the cavity floor and between the composite increments. For MTBS, the occlusal cavities of the similar dimensions (3 × 3 × 4 mm3) were prepared on extracted molars with similar composite placement techniques (BLK, INC and FRC). After 24 h 37 °C water storage, the specimens were sectioned using a diamond saw to create 0.7 × 0.7 mm2 beams for MTBS, and subjected to bond testing at a crosshead speed of 1 mm/min. Data for both tests was analyzed by one-way ANOVA and multiple-comparisons with Bonferroni correction (α = 0.05). Results The gap volumes were different among the groups (p < 0.05). The largest cavity floor gaps (mm3) were observed in the control group (2.00 ± 0.08); followed by BLK (0.74 ± 0.20) and INC (0.02 ± 0.01). In FRC, the cavity floor was gap-free in all specimens but some separation was observed between the two increments. MTBS values (MPa) were 13.8 ± 7.6, 31.7 ± 12.5 and 28.3 ± 8.5 for BLK, INC and FRC groups. There was no significant difference between FRC and INC and both were different from BLK (p < 0.05). Significance Gap formation of the bulk-fill composite at cavity floor was significantly reduced with the placement of a fiber-reinforced increment at the base of the deep preparation. The fiber-reinforced increment acts as a shrinkage stress breaker and protects the bonded interface at deep dentin.","Polymerization shrinkage, Fiber-reinforced composite, Bulk fill, Bond strength, Gap"
