http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://www.w3.org/2004/02/skos/core#note,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,WOOLNER2023642,"Woolner, Benjamin; Chandrakumar, Charmilie; Patel, Bhavisha A.; Harries, Luke W.; Jhaj, Jasmeet; Tasker, Andrew",Pathological fractures for the MRCS,Surgery (Oxford),41,10,642-649,2023,,https://www.sciencedirect.com/science/article/pii/S0263931923001722,"Pathological fractures occur within abnormal bone often at normal physiological load. Whilst uncommon, they should always be considered with low energy or atraumatic fractures and in those with signs, symptoms or a past medical history of malignancy. Early recognition is important as pathological fractures require investigation regarding their underlying cause before a decision regarding optimal management can be made. Elements within the patient history, examination and plane film radiographic imaging can alert clinicians to a potential pathological fracture. When suspected, a thorough work up involving systemic examination, blood tests, local and systemic staging is required to guide management. Treatment decisions are made as part of a cross specialty MDT. Expertise in the diagnosis and management of specific bone tumours with associated fractures is not expected of non specialists but an ability to recognise, investigate and appropriately refer is key for those involved in the management of patients with fractures. This article provides an overview to pathological fractures and considerations in their assessment and management.","Atraumatic fracture, bone malignancy, bone tumor, pathological fracture"
7,WANG2023103695,"Wang, Zhiwei; Jiang, Keyang; Zhu, Yunpeng; Liu, Ling; Zou, Xuelian; Yang, Xiao; Xu, Yihu; Zhang, Jian; Chen, Yubao; Gao, Wenhua; Wang, Shuangfei",Review of the mechanism and control methods of anaerobic granular sludge calcification,Journal of Water Process Engineering,53,,103695,2023,,https://www.sciencedirect.com/science/article/pii/S2214714423002143,"During the anaerobic treatment of high‑calcium (>800 mg/L) organic wastewater, calcium ions, carbonate ions, phosphates, and other substances combine on the biofilm surface to form calcium carbonate or calcium phosphate precipitates (two kinds), which affect anaerobic granular sludge (AnGS) mass transfer and occupy microbial breeding space, causing biomass reduction and seriously affecting the activity of AnGS, thereby affecting the treatment effect of anaerobic reactors. In this study, by analyzing the effect of calcium ions on physical properties, microorganisms, and extracellular polymeric substances (EPS), we elucidated the mechanism of AnGS calcification and the migration process of calcium precipitation into the interior of the AnGS, that is, the processes of surface adsorption of calcium ions, induced internal migration, crystal maturation, and formation of calcium deposition nuclei. Meanwhile, the control method of AnGS calcification, traditional physicochemical methods, the technique of microorganism-induced calcium precipitation to remove calcium, and methods for the removal of calcified AnGS are costly and cannot fundamentally solve the problem. By optimizing the types of flora and improving sludge activity, this type of method can fundamentally solve the calcification problem, and offers a new approach for resolving AnGS calcification.","Anaerobic granular sludge, Mechanism, Calcification, Control methods"
7,ZHANG2023100025,"Zhang, Wengang; Xiang, Jiaying; Huang, Ruijie; Liu, Hanlong","A review of bio-inspired geotechnics-perspectives from geomaterials, geo-components, and drilling & excavation strategies",Biogeotechnics,1,3,100025,2023,,https://www.sciencedirect.com/science/article/pii/S2949929123000256,"As urbanization progresses, the demand for high-rise buildings and underground spaces is growing, and the need for firm geotechnical construction materials, efficient excavation methods, accurate testing instruments, and innovative geotechnical engineering theories and technologies is increasing. By investigating the phenomena of strengthening and toughening in nature, hydrophobic and ice-phobic, friction anisotropy and drilling as well as excavation, etc, researchers have found that organisms have distinctive external morphology and organization. By imitating the external morphology, structural characteristics or movement mechanism of organisms, novel ideas, new principles, and innovative theories can be provided for the innovation and sustainable development of geotechnical engineering. This paper mainly expounds on the bio-inspired application in geotechnical engineering from three perspectives: geo-materials, geotechnical components, and drilling & excavation equipment, and lists typical application cases. In conclusion, this paper presents a summary and prospects of bio-inspired geotechnical engineering, offering fundamental insights for future research.","Bio-inspiration, Geotechnical engineering, Bio-inspired materials, Bio-inspired component, Bio-inspired equipment"
7,ALAVI2023554,"Alavi, Seyed Ebrahim; Alavi, Seyed Zeinab; Gholami, Max; Sharma, Ajay; Sharma, Lavanya A.; Ebrahimi Shahmabadi, Hasan",Biocomposite-based strategies for dental bone regeneration,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",136,5,554-568,2023,,https://www.sciencedirect.com/science/article/pii/S2212440323004418,"Objective Because of the anatomical complexity of the oral and maxillofacial sites, repairing bone defects in these regions is very difficult. This review article aims to consider the application of biocomposites-based strategies for dental bone regeneration. Study Design Research papers related to the topic, published over the last 20 years, were selected using the Web of Science, Pubmed, Scopus, and Google Scholar databases. Results The strategies of monophasic, biphasic/multiphasic scaffolds, and biopolymer-based nanocomposite scaffolds containing nanomaterials compared with traditional methods used for bone regeneration, such as autografts, allografts, xenografts, and alloplasts are found to be superior because of their ability to overcome the issues (e.g., limited bone sources, pain, immune responses, high cost) related to the applications of the traditional methods. Conclusions In addition, additive manufacturing technologies were found to be highly advantageous for improving the efficacy of biocomposite scaffolds for treating dental bone defects.",
7,INTRAVAIA2023100439,"Intravaia, Jonathon T.; Graham, Trevon; Kim, Hyun S.; Nanda, Himansu S.; Kumbar, Sangamesh G.; Nukavarapu, Syam P.",Smart orthopedic biomaterials and implants,Current Opinion in Biomedical Engineering,25,,100439,2023,,https://www.sciencedirect.com/science/article/pii/S2468451122000721,"Musculoskeletal injuries including bone defects continue to present a significant challenge in orthopedic surgery due to suboptimal healing. Bone reconstruction strategies focused on the use of biological grafts and bone graft substitutes in the form of biomaterials-based 3D structures in fracture repair. Recent advances in biomaterials science and engineering have resulted in the creation of intricate 3D bone-mimicking structures that are mechanically stable, biodegradable, and bioactive to support bone regeneration. Current efforts are focused on improving the biomaterial and implant physicochemical properties to promote interactions with the host tissue and osteogenesis. The “smart” biomaterials and their 3D structures are designed to actively interact with stem/progenitor cells and the extracellular matrix (ECM) to influence the local environment towards osteogenesis and de novo tissue formation. This article will summarize such smart biomaterials and the methodologies to apply either internal or external stimuli to control the tissue healing microenvironment. A particular emphasis is also made on the use of smart biomaterials and strategies to create functional bioactive implants for bone defect repair and regeneration.","Smart biomaterials, Stimuli-responsive, Bioactive implants, Magnetic and electric stimuli, Piezoelectric"
7,HARUNA2023137863,"Haruna, Abdurrashid; Tanimu, Gazali; Ibrahim, Ismaila; Garba, Zaharaddeen Nasiru; Yahaya, Sharhabil Musa; Musa, Suleiman Gani; Merican, Zulkifli Merican Aljunid",Mitigating oil and gas pollutants for a sustainable environment – Critical review and prospects,Journal of Cleaner Production,416,,137863,2023,,https://www.sciencedirect.com/science/article/pii/S0959652623020218,"The oil and gas (O&G) industry generates pollutants from the exploration, refining, transportation, storage, and consumption of crude oil products that potentially pollute soil, aquatic environments, and ecosystem. They produce high quantities of gas pollutants, produced water, and other complex organic contaminants. These pollutants are associated with environmental risks, disrupt the well-being of humans, and are fatally hazardous. In fact, the release of pollutants leads to the displacement of animals and the loss of arable land for agricultural purposes. In addition, their influence on the surrounding environment is detrimental to global safety, as described by the World Health Organization (WHO). Controlling these pollutants below the standard emission limits set by global environmental regulations to achieve a safe and sustainable environment is crucial. Herein, the policies related to oil and gas pollution and the harmful effects of O&G pollutants have been reviewed. Also, the applications of catalytic and adsorption technologies in removing O&G pollutants have been discussed. Notably, the roles of novel catalysts and adsorbents in activating and converting harmful O&G pollutants into environment-friendly and value-added products have been highlighted. In addition, this review discusses the prospects of renewable energy technologies in mitigating waste pollutants related to O&G. Moreover, future research directions and useful scientific recommendations have been provided to stimulate further progress aimed at mitigating the harmful effects of O&G pollutants.","Oil and gas, Waste pollutants, Advanced technologies, Produced water, Value-added products, Environmental sustainability"
7,EYINLA2023129219,"Eyinla, Dorcas S.; Leggett, Smith; Badrouchi, Foued; Emadi, Hossein; Adamolekun, Olajide J.; Akinsanpe, Olumuyiwa T.",A comprehensive review of the potential of rock properties alteration during CO2 injection for EOR and storage,Fuel,353,,129219,2023,,https://www.sciencedirect.com/science/article/pii/S0016236123018331,"Enhanced oil recovery (EOR) by carbon dioxide (CO2) injection is a critical technique in the decarbonization process of the world. This method involves injecting CO2 into existing hydrocarbon reservoirs to increase oil recovery. CO2-EOR has been used as a tertiary oil recovery technique for many years, and it has proven to be effective in enhancing oil recovery while reducing greenhouse gas emissions since the reservoir could serve as permanent storage site for CO2 sequestration. The composition of CO2 allows it to dissolve in crude oil, reducing its viscosity and promoting hydrocarbon flow. However, when CO2 is injected into the reservoirs, it can react with the rock minerals and water, leading to the alteration of petrophysical properties of the hydrocarbon reservoirs. The precipitation of certain minerals can lead to pore blockage in the reservoir formation, which could reduce the performance of the CO2-EOR injection process and the integrity of the reservoir for storage. The complex nature of the tight pore throat of hydrocarbon reservoirs indicates that the pore structure could vary significantly in size from the microscale to the nanoscale, affecting the properties of the reservoir and oil-displacement efficiency. The magnitude of the rock property alteration during CO2 injection has been reported to vary depending on the rock type and injection strategies adopted. Thus, to evaluate the effects of CO2 injection in rocks, laboratory experiments are being used to analyse the processes using core samples, while numerical simulation approaches have also been employed to model the processes of fluid migration from the reservoir to the caprock layer. The dynamics of fault opening and mechanical failure in rocks have also been addressed using coupled thermo-hydro-mechanical-chemical (THMC) processes modelled on different scales. Overall, CO2-EOR and carbon sequestration is an important technique for enhancing oil recovery and reducing greenhouse gas emissions. However, it is essential to prioritize the effects of the CO2 injection on different rock types, pore type, and technology used to achieve efficient results as reviewed in this paper.","Mineral dissolution, Pore throats and structure, CO-brine-rock interactions, Mineral carbonation, Caprock stability"
7,ROY2023409,"Roy, Poritosh; Mohanty, Amar K.; Misra, Manjusri","Prospects of carbon capture, utilization and storage for mitigating climate change",Environmental Science Advances,2,3,409-423,2023,,https://www.sciencedirect.com/science/article/pii/S2754700023000524,"ABSTRACT Carbon capture (i.e., CO2 capture) and storage (CCS) and carbon capture and utilization (CCU) are recognized as potential pathways to combat global climate change. Numerous efforts are underway, such as CCS (e.g., biochar used for soil amendment; captured carbon injected into onshore or offshore reservoirs) and CCU (captured CO2 used for crop/algae production), due to enormous societal, economic and environmental concerns on climate change and for complying with emission regulations as well as meeting the committed emission reduction targets. This study compiled information on greenhouse gas (GHG) emission reduction initiatives, including CCS and CCU on the earth, recent technological advances in CCS and CCU, and their economic, environmental and societal implications. The prospect of CCS and CCU technologies has also been discussed. CCS processes require less energy compared with CCU and thus tend to be more cost-effective than CCU. The global warming potential (GWP) and the cost of energy systems that deployed CCS/CCU varied from 0.007–0.225 kg CO2 eq per MJ and $0.017–0.070 MJ−1, respectively. Both CCS and CCU have challenges, and public perception of these initiatives seems to be complex or not satisfactory for deploying large-scale projects, which hinders meeting the GHG emission reduction targets of different jurisdictions. The acceptance of CCU seems to be higher compared to that of CCS because of the concerns about land-use complexities. For a carbon-neutral economy, a single transition pathway appears to be inadequate. Stringent policies, financial incentives/benefits, stakeholder participation and technological advances would be crucial for the transition; however, technological advances and policy initiatives must be justified by a broader sustainability check to avoid the risk of investment and climate change.",
7,BUDANIA2023117343,"Budania, Ravindra; Dangayach, Sanyam",A comprehensive review on permeable reactive barrier for the remediation of groundwater contamination,Journal of Environmental Management,332,,117343,2023,,https://www.sciencedirect.com/science/article/pii/S0301479723001317,"Groundwater quality is deteriorating due to contamination from both natural and anthropogenic sources. Traditional “Pump and Treat” techniques of treating the groundwater suffer from the disadvantages of a small-scale and energy-intensive approach. Permeable reactive barriers (PRBs), owing to their passive operation, offer a more sustainable strategy for remediation. This promising technique focuses on eliminating heavy metal pollutants and hazardous aromatic compounds by physisorption, chemisorption, precipitation, denitrification, and/or biodegradation. Researchers have utilized ZVI, activated carbon, natural and manufactured zeolites, and other by-products as reactive media barriers. Environmental parameters, i.e., pH, initial pollutant concentration, organic substance, dissolved oxygen, and reactive media by-products, all influence a PRB's performance. Although their long-term impact and performance are uncertain, PRBs are still evolving as viable alternatives to pump-and-treat techniques. The use of PRBs to remove anionic contaminants (e.g., Fluoride, Nitrate, etc.) has received less attention since precipitates can clog the reactive barrier and hinder groundwater flow. In this paper, we present an insight into this approach and the tremendous implications for future scientific study that integrates this strategy using sustainability and explores the viability of PRBs for anionic pollutants.","Permeable reactive barrier, groundwater contamination, Pump & Treat"
7,ALBERMANI2023533,"Al-Bermani, Ayad S. A.; Quigley, Niall P.; Ha, William N.",Do zirconia single-retainer resin-bonded fixed dental prostheses present a viable treatment option for the replacement of missing anterior teeth? A systematic review and meta-analysis,The Journal of Prosthetic Dentistry,130,4,533-542,2023,,https://www.sciencedirect.com/science/article/pii/S0022391321005886,"Statement of problem Zirconia has been widely used in restorative dentistry because of its favorable strength and esthetics. However, its polycrystalline structure presents a challenge for resin bonding. Significant research into surface treatments of zirconia to improve bonding has been reported, yet a universally accepted protocol remains elusive. Purpose The purpose of this systematic review and meta-analysis was to evaluate the performance of anterior single-retainer zirconia resin-bonded fixed dental prostheses (RBFDPs) and review the bonding protocols used in the published data. Material and methods An electronic search of English language literature was conducted in the PubMed and Ovid (MEDLINE) databases. Following the application of inclusion and exclusion criteria, the research was evaluated to assess the quantitative data. Results Of the included studies, 1 randomized controlled trial, 3 prospective cohort studies, and 2 retrospective cohort studies reporting on anterior single-retainer zirconia RBFDPs were evaluated. Over a 3- to 10-year period, the success rate of anterior single-retainer zirconia RBFDPs was over 80%. Although there were reports of debonds, this is a minor complication as rebonding is usually possible. Furthermore, catastrophic fractures of the entire prosthesis were rare. Conclusions Evidence for the use of single-retainer zirconia RBFDPs as a suitable treatment option for the replacement of anterior missing teeth is considerable. Based on the findings of this systematic review and meta-analysis, a 2-step process comprising micromechanical retention using airborne-particle abrasion and subsequent resin-zirconia adhesion by the application of 10-methacryloyloxydecyl dihydrogen phosphate (10-MDP) can be recommended.",
7,ZHU2023,"Zhu, Qiang; Ong, Pin Jin; Goh, Si Hui Angela; Yeo, Reuben J.; Wang, Suxi; Liu, Zhiyuan; Loh, Xian Jun",Recent advances in graphene-based phase change composites for thermal energy storage and management,Nano Materials Science,,,,2023,,https://www.sciencedirect.com/science/article/pii/S2589965123000387,"Energy storage and conservation are receiving increased attention due to rising global energy demands. Therefore, the development of energy storage materials is crucial. Thermal energy storage (TES) systems based on phase change materials (PCMs) have increased in prominence over the past two decades, not only because of their outstanding heat storage capacities but also their superior thermal energy regulation capability. However, issues such as leakage and low thermal conductivity limit their applicability in a variety of settings. Carbon-based materials such as graphene and its derivatives can be utilized to surmount these obstacles. This study examines the recent advancements in graphene-based phase change composites (PCCs), where graphene-based nanostructures such as graphene, graphene oxide (GO), functionalized graphene/GO, and graphene aerogel (GA) are incorporated into PCMs to substantially enhance their shape stability and thermal conductivity that could be translated to better storage capacity, durability, and temperature response, thus boosting their attractiveness for TES systems. In addition, the applications of these graphene-based PCCs in various TES disciplines, such as energy conservation in buildings, solar utilization, and battery thermal management, are discussed and summarized.","Phase change material, Nanocomposites, Solar energy, Sustainable energy, Thermo-regulation"
7,KHALID2023261,"Khalid, Haris M.; Rafique, Zimran; Muyeen, S. M.; Raqeeb, Abdul; Said, Zafar; Saidur, R.; Sopian, Kamaruzzaman","Dust accumulation and aggregation on PV panels: An integrated survey on impacts, mathematical models, cleaning mechanisms, and possible sustainable solution",Solar Energy,251,,261-285,2023,,https://www.sciencedirect.com/science/article/pii/S0038092X23000105,"Photovoltaic (PV) panels are one of the most emerging components of renewable energy integration. However, where the PV systems bring power conversion efficiency with its bulk installation setup and eco-friendly feasibility, it also brings the factors that could hamper the performance and efficiency of the system. One of these dependent factors is the accumulation of dust particles and its aggregation which could significantly influence the effect of PV systems. The dust can accumulate in its various forms of soiling by fusing with other environmental variations like rain, storm, and humidity. To resolve these challenges which could impact the energy yield of PV systems, the impact of dust as well as effective cleaning mechanisms are required to be studied to restore the performance and power generation output. In this article, an integrated survey of (1) possible factors of dust accumulation, (2) dust impact analysis, (3) mathematical model of dust accumulated PV panels, and (4) proposed cleaning mechanisms discussed in the literature, and (5) a possible sustainable solution for PV systems to survive in this dust accumulated environment are presented. This study also represents handy information to readers, engineers, and practitioners on the development phase of various technologies involved in minimizing the impact of dust accumulation by its removal, adequate cleaning, and restoration. It also addresses the future possible challenges of these cleaning mechanisms. A comprehensive list of publications to date in the open literature is thereby compiled to canvas a complete visual of the different developments in this area.","Dust accumulation, Cleaning methods, Electrostatic force, Energy-efficiency, Hydrophobicity, Photovoltaic, Soiling"
7,JAYATHILAKA2023106653,"Jayathilaka, R. M. R. M.; Ratnayake, N. P.; Wijayaratna, T. M. N.; Silva, K. B. A.; Arulananthan, K.","A Review of coastal erosion mitigation measures on Sri Lanka's Western Coast, an Island Nation in the Indian Ocean: Current gaps and future directions",Ocean & Coastal Management,242,,106653,2023,,https://www.sciencedirect.com/science/article/pii/S0964569123001783,"A significant portion of the Coastal zone of Indian Ocean Rim Association (IORA) necessitates the implementation of coastal protection measures due to socioeconomic and environmental vulnerability brought on by coastal erosion. Depending on how well each country understands coastal systems, different approaches are taken. In Sri Lanka, where coastal erosion has been a long-standing problem, the strategies for managing the coastal zone started out with hard engineering techniques and later evolved to soft engineering solutions. The South-West coast of Sri Lanka has recently been the target of a number of anthropogenic operations, such as off-shore sand mining, mega sand nourishments, and land reclamations, as a result of the country's explosive growth. The impacts of these coastal development activities and existing measures on the prevailing coastal environment are poorly known. A thorough review of current management practices is required in order to assess the physical and ecological sustainability of these measures, which are being driven by recent efforts to preserve the coastal environment and research findings on the environmental impact of erosion mitigation strategies. In this study, openly-available journal articles, impact assessments reports and guidelines, websites, press releases, unpublished data and information about coastal erosion management measures have been reviewed. In addition, the sustainability of different strategies applied, opportunities and challenges of existing measures have been discussed. Moreover, this review provides information required on the subject of coastal erosion amongst stakeholders which will help to implement mitigation measures and implementation of current and future coastal defenses.","IORA, Beach nourishment, Coastal zone, Offshore dredging, Mitigation"
7,WANG2023100283,"Wang, Jingying; Ng, Yan Yung Edward",Post-earthquake housing recovery with traditional construction: A preliminary review,Progress in Disaster Science,18,,100283,2023,,https://www.sciencedirect.com/science/article/pii/S2590061723000108,"Post-disaster reconstruction requires not only an immediate response but also long-term consideration of the recovery of local livelihoods, sustainability of technology transfer, and respect for sociocultural norms. A top-down approach for post-disaster reconstruction, usually relying on external resources and standardized prototypes, might strongly hinder the recovery process. To enhance community resilience, the use of traditional knowledge in post-disaster reconstruction is highlighted in the Sendai Framework. This study specifically focuses on traditional construction. A systematic literature review is conducted on post-earthquake housing recovery with traditional construction, and a hierarchical analysis framework helps categorize the review results at strategic, managerial, and operational levels. Drawn from the review, a classification of traditional construction systems is proposed, corresponding to their varied seismic performance. The results indicate the possibility of strengthening traditional construction with seismic engineering and its successful implementation into reconstruction. Specifically, it includes timber-reinforced masonry, wattle and daub, timber frame construction, reinforced rammed earth, and reinforced adobe. However, we also find that the sustainable practice of traditional construction remains problematic, and the replication of participatory reconstruction is difficult. This preliminary review serves to bridge the discipline of vernacular architecture and disaster management and establish a solid common ground for further argumentation.","Local seismic culture, Vernacular architecture, Community-based disaster risk management, Owner-driven reconstruction, People-centered reconstruction, Housing assistance, Earthquake"
7,CHEN2023116145,"Chen, Jingjing; Qu, Yunfei; Sun, Zhilin","Protection mechanisms, countermeasures, assessments and prospects of local scour for cross-sea bridge foundation: A review",Ocean Engineering,288,,116145,2023,,https://www.sciencedirect.com/science/article/pii/S0029801823025295,"Local scour, caused by currents, waves, rainstorms, and wind, was the main issue that affected the stability and fatigue life of cross-sea bridge foundation. Necessarily, the technological challenges and prospective solutions were characterized by evaluating the advantages and disadvantages of scour countermeasures, and the scour protection mechanisms of passive, active, and hybrid scour countermeasures. Therefore, the research on the scour protection mechanisms and countermeasures for various cross-sea bridge foundation were reviewed. The novel scour protection mechanisms were analyzed and proposed, including scour resistance enhancement, approaching current direction and velocity change, bottom stagnant flow and sediment retention, and the diminution of down flow, horseshoe vortex, and wake vortex. In this study, the pros and cons of construction cost, eco-friendly and interactional efficiency were assessed comprehensively; the highlight property of these countermeasures consisted of economy, availability, and stability; hybrid scour countermeasures were critically selected from the research on riprap, sacrificial piles, three perpendicular poles, and ring-wing pier, which offered the strongest scour resistance; the development of these scour countermeasures was recorded with the aim to provide advanced and developed reference of the valuable research in this field. Furthermore, this review might supply insightful ideas for scour countermeasures to reduce damage on cross-sea bridge foundation and improve scour protection resistance.","Cross-sea bridge foundation, Local scour, Scour protection mechanism, Passive scour countermeasure, Active scour countermeasure, Hybrid scour countermeasure, Scour protection resistance"
7,BROWN2023107696,"Brown, Donal; Brisbois, Marie-Claire; Lacey-Barnacle, Max; Foxon, Tim; Copeland, Claire; Mininni, Giulia",The Green New Deal: Historical insights and local prospects in the United Kingdom (UK),Ecological Economics,205,,107696,2023,,https://www.sciencedirect.com/science/article/pii/S0921800922003573,"This paper provides a detailed review of the basis and prospects for United Kingdom (UK) proposals for the most ambitious mainstream social, economic, and environmental policy program of the 21st century: the Green New Deal (GND), providing critical reflection for its implementation at a local or regional level. Through a review of academic, policy and book publications we examine the key proposed features of a UK GND, identifying five core elements: financial reforms; green infrastructure investment; financing the GND; ownership structures; and economic, social and climate justice. We subsequently review these policy areas through the lens of multi-level governance (MLG) to understand what scales of policy action are required for these aims to be achieved. We find that, whilst core elements of a UK GND, such as reforms to the financial system, and expansionary fiscal and monetary policy require policy change at national and supra-national level, the majority of GND investments require implementation at the local level. We suggest that, in the context of contemporary UK MLG, there are challenges for fully funding and delivering a GND without a national programme, while highlighting emerging options for coordinating and implementing a GND by local government actors, in the absence of national support.","Green New Deal, Multi-Level-Governance, United Kingdom, Local Government, Macroeconomic Policy"
7,VEETTIL2023102932,"Veettil, Bijeesh Kozhikkodan; Wickramasinghe, Deepthi; Amarakoon, Vihanga","Mangrove forests in Sri Lanka: An updated review on distribution, diversity, current state of research and future perspectives",Regional Studies in Marine Science,62,,102932,2023,,https://www.sciencedirect.com/science/article/pii/S2352485523001214,"Mangrove forests, which are well known for coastal protection and carbon sequestration, are a very productive ecosystem found in estuarine and coastal areas in tropical and subtropical latitudes. This study reviews the current status of mangrove ecology, management and conservation in Sri Lanka. In 2015, Sri Lanka became the first nation to legally protect all its mangrove forests; hence mangrove management in Sri Lanka may act as an important exemplar for other nations. Mangroves are found sporadically in the coastal area of Sri Lanka, including as a few dense mangrove forests. Mangrove vegetation provides a cost-effective ecosystem-based disaster risk reduction capability in Sri Lanka, particularly in the areas with poor living standards. Mangroves are used for timber, fishing materials, medicine and food in the country. Despite the environmental and socioeconomic importance of mangroves, several threats, including the expansion of aquaculture and agriculture, urbanization, pollution, climate change and sea level rise, exist in Sri Lanka. Many mangrove reforestation and afforestation initiatives in Sri Lanka have not succeeded, often because of the lack of sufficient monitoring of seedlings after the reforestation campaign and poor selection of planting sites without proper assessment of environmental conditions. In order to protect mangrove forests in Sri Lanka, some immediate measures need to be implemented. Proper planting of seedlings, community-based mangrove reforestation, sustainable aquaculture practices and proper legal enforcement are some of the important steps for the conservation of this highly productive ecosystem in the country.","Biodiversity conservation, Coastal area protection, Coastal bioshield, Mangrove rehabilitation, Mangroves in Sri Lanka"
7,HEYDARIYAN2023104401,"Heydariyan, Zahra; Soofivand, Faezeh; Dawi, Elmuez A.; Al-Kahdum, Saafa Abaas Abd; Hameed, Noora M.; Salavati-Niasari, Masoud",A comprehensive review: Different approaches for encountering of bacterial infection of dental implants and improving their properties,Journal of Drug Delivery Science and Technology,84,,104401,2023,,https://www.sciencedirect.com/science/article/pii/S1773224723002538,"Recent years have seen implants becoming increasingly prominent in the health field and the revival of damaged organs. Since implants are objects implanted in the body as a piece of tissue or a prosthetic device, the existence of planktonic bacteria on their surface can increase the risks induced by infections and the formation of biofilm. Infections can cause severe pain and even death in some cases. Despite developments in the medical field, the risk of infection after orthopedic surgery is estimated at 2–5%, emphasizing the importance of this subject. Biofilm infections destroy adjacent tissues and eject the implant. On the other hand, the formation of biofilm prevents antibiotic delivery to the objective organ, so infections are difficult to treat. The conventional drug treatment system has many limitations, such as overdose, the need for hospitalization, toxicity, low efficacy, and poor biological distribution. So, topical delivery has been a promising solution to overcome these limitations. Here, a compilation of approaches was attempted to improve implants, in particular dental implants, to combat infections. According to the results reported in the literature, using antibiotic-loaded implants, metallic and metal oxide nanoparticles (NPs), polymers, and antimicrobial peptides as a targeted drug-delivery system can be considered as solutions for decreasing these risks.","Implant, Surface modification, Nanostructures, Polymers, Antibiotic, Bioactive materials"
7,BI2023115907,"Bi, Mengning; Yang, Kaiwen; Yu, Tao; Wu, Gang; Li, Qiong",Cell-based mechanisms and strategies of co-culture system both in vivo and vitro for bone tissue engineering,Biomedicine & Pharmacotherapy,169,,115907,2023,,https://www.sciencedirect.com/science/article/pii/S0753332223017055,"The lack of a functional vascular supply has been identified as a major challenge limiting the clinical introduction of stem cell-based bone tissue engineering (BTE) for the repair of large-volume bone defects (LVBD). Various approaches have been explored to improve the vascular supply in tissue-engineered constructs, and the development of strategies that could effectively induce the establishment of a functional vascular supply has become a major goal of BTE research. One of the state-of-the-art methods is to incorporate both angiogenic and osteogenic cells in co-culture systems. This review clarifies the key concepts involved, summarises the cell types and models used to date, and systematically evaluates their performance. We also discuss the cell-to-cell communication between these two cell types and the strategies explored in BTE constructs with angiogenic and osteogenic cells to optimise their functions. In addition, we outline unresolved issues and remaining obstacles that need to be overcome for further development in this field and eventual successful repair of LVBD.","Osteogenesis, Co-culture system, Tissue engineering, Bone defect"
7,LV2023859,"Lv, Bo; Deng, Xiaowei; Jiao, Feishuo; Dong, Bobing; Fang, Chaojun; Xing, Baolin",Enrichment and utilization of residual carbon from coal gasification slag：A review,Process Safety and Environmental Protection,171,,859-873,2023,,https://www.sciencedirect.com/science/article/pii/S0957582023000903,"Coal gasification is a clean and effective method for converting coal into syngas, which is mainly used in fuel and chemical industry. However, the process of coal gasification produces copious amounts of solid waste, that is, coal gasification slag, which is very harmful to the surrounding environment, and then to people's lives and health. The residual carbon is the product of incomplete coal gasification and has high economic utilization value in coal gasification slag. Recovery and utilization of residual carbon is an effective method for the comprehensive treatment of coal gasification slag. This study discusses the current methods of recovering residual carbon from slag, such as the physical, chemical, physicochemical and special separation methods, based on the properties of coal gasification slag, further the advantages and disadvantages of each method are compared. Moreover, the utilization of residual carbon as fuel or for the preparation of materials are discussed in detail. Finally, research and development recommendations for the future study of residual carbon in future are discussed based on existing limitations in the field.","Residual carbon, Coal gasification slag, Flotation, Acid treatment, Material utilization"
